content,clean_emoji,language
ga pernah nyesel udah install klikdokter yang ngebantu akuuu banget buat konsultasi sama dokter,ga pernah nyesel udah install klikdokter yang ngebantu akuuu banget buat konsultasi sama dokter,id
apapun penyakit yang lagi aku rasain saat itu langsung aku konsultasiin ke dokter di klikdokter,apapun penyakit yang lagi aku rasain saat itu langsung aku konsultasiin ke dokter di klikdokter,id
aplikasi yang TOP MARKOTOP karena punya fitur yang lengkap dan sangat membantu,aplikasi yang top markotop karena punya fitur yang lengkap dan sangat membantu,id
"aplikasi nya harus bgt dipake sama anak rantau sih, karena kalo sakit gabisa ke klinik sendirian bisa berobat lewat online aja","aplikasi nya harus bgt dipake sama anak rantau sih, karena kalo sakit gabisa ke klinik sendirian bisa berobat lewat online aja",id
"first time nyobain apk klikdokter, ternyata ngebantu bgtt fiturnya","first time nyobain apk klikdokter, ternyata ngebantu bgtt fiturnya",id
"di rumah sendirian pas lagi sakit, lemes bangett mau berobat ke klinik. untungnya ada klikdokter yang bisa berobat lewat online huhuuu","di rumah sendirian pas lagi sakit, lemes bangett mau berobat ke klinik. untungnya ada klikdokter yang bisa berobat lewat online huhuuu",id
"biasanya kalo konsul banyak nanya ke dokter jadi dijutekin, tapi kalo di klikdokter tuh dokternya sabar sabar bangett dan super ramah","biasanya kalo konsul banyak nanya ke dokter jadi dijutekin, tapi kalo di klikdokter tuh dokternya sabar sabar bangett dan super ramah",id
"suka kesel kalo berobat tapi dokternya jutekk, untungnya dokter disini ramah ramah bangett","suka kesel kalo berobat tapi dokternya jutekk, untungnya dokter disini ramah ramah bangett",id
Please fix your maps especially for list of pharmacy,please fix your maps especially for list of pharmacy,en
"Selain konsul, di aplikasi ini bisa tebus resep jugaa. Terus pelayanannya gak pernah gagal, selalu good bangett","selain konsul, di aplikasi ini bisa tebus resep jugaa. terus pelayanannya gak pernah gagal, selalu good bangett",id
Anakku penyakitnya kambuh lagi trus nyoba ngehubungin dokter disini. Bener bener fast respon dan solutif dikeadaan penting begini,anakku penyakitnya kambuh lagi trus nyoba ngehubungin dokter disini. bener bener fast respon dan solutif dikeadaan penting begini,id
Emang bener saran kakak aku buat pake aplikasi ini. Helpful parah dan responnya juga cepett,emang bener saran kakak aku buat pake aplikasi ini. helpful parah dan responnya juga cepett,id
benar-benar app ini membantu banget buat orang mager jalan. Konsul sama dokter terus dikasih resep obat terus mintol adek buat beliin obatnya helpful bgt dahh,benar-benar application ini membantu banget buat orang mager jalan. konsul sama dokter terus dikasih resep obat terus mintol adek buat beliin obatnya helpful bgt dahh,id
"kalo temen nanya app yg bagus buat konsul sama dokter secara online, bakal gua rekomendasiin klikdokter. sumpah bagus bgtttt","kalo temen nanya application yg bagus buat konsul sama dokter secara online, bakal gua rekomendasiin klikdokter. sumpah bagus bgtttt",id
voucher buat Konsul sama dokter banyak banget jadi enak nih wkwkk buat Konsul sama dokter spesialis juga bisaa.,voucher buat konsul sama dokter banyak banget jadi enak nih wkwkk buat konsul sama dokter spesialis juga bisaa.,id
"Bamyak error, dojter tidak respon sudah dibayar, voucher hilang, riwayat hilang, pokonya ga usah deh app ini","bamyak error, dojter tidak respon sudah dibayar, voucher hilang, riwayat hilang, pokonya ga usah deh application ini",id
"kalean harus cobain juga gaes, konsul di klikdokter rekomended bgt harganya terjangkau semua","kalean harus cobain juga gaes, konsul di klikdokter rekomended bgt harganya terjangkau semua",id
Sangat berguna buat aku yg gampang drop tp susah ada waktu buat berobat,sangat berguna buat aku yg gampang drop tp susah ada waktu buat berobat,id
kereeen org2 dibalik klikdokter bisa ciptain aplikasi se-useful ini!,kereeen org2 dibalik klikdokter bisa ciptain aplikasi se-useful ini!,et
"Makin seneng sama aplikasi ini, tambahan fiturnya luar biasa lengkap banget ditambah pelayanan dokternya responsif abis","makin seneng sama aplikasi ini, tambahan fiturnya luar biasa lengkap banget ditambah pelayanan dokternya responsif abis",id
"aplikasinya bagus,, fiturnya lengkap banget,, dokternya juga selalu online.. mantep","aplikasinya bagus,, fiturnya lengkap banget,, dokternya juga selalu online.. mantep",id
pernah ada kendala pas pembayaran untuk konsul tapi alhamdulillah CSnya juga responsif ngebantu bgt. jadi tetep nyaman pake aplikasi ini,pernah ada kendala pas pembayaran untuk konsul tapi alhamdulillah csnya juga responsif ngebantu bgt. jadi tetep nyaman pake aplikasi ini,id
"Awal-awal sih takut ya buat konsul online gini, pas dicobain ke klikdokter eh malah ngerubah perspektif aku soal dokter online yang asal diagnosa. Bener-bener teliti sih kalau di klikdokter dan juga balesnya cepet","awal-awal sih takut ya buat konsul online gini, pas dicobain ke klikdokter eh malah ngerubah perspektif aku soal dokter online yang asal diagnosa. bener-bener teliti sih kalau di klikdokter dan juga balesnya cepet",id
"Emang luar biasa bangetsi jujur, aplikasi ini semakin mudah digunakan dengan fitur yang lengkap","emang luar biasa bangetsi jujur, aplikasi ini semakin mudah digunakan dengan fitur yang lengkap",id
"Dokternya professional banget, sabar banget ngadepin gue yang super duper banyak tanya ini, yang patut diacungi jempolnya tu kecepatan dalam membalas pesannya","dokternya professional banget, sabar banget ngadepin gue yang super duper banyak tanya ini, yang patut diacungi jempolnya tu kecepatan dalam membalas pesannya",id
"favorite aku sih dokter spesialis disini terlengkapp banget, udah gitu aplikasinya selalu lancar dipake dan ga ada ngelag.","favorite aku sih dokter spesialis disini terlengkapp banget, udah gitu aplikasinya selalu lancar dipake dan ga ada ngelag.",id
"Kata papa gue ini mudah banget digunain, sampe nenek gue juga kalau sakit suka minta di konsulin di dokter app ini. Katanya ramah dan cepet balesnya","kata papa gue ini mudah banget digunain, sampe nenek gue juga kalau sakit suka minta di konsulin di dokter application ini. katanya ramah dan cepet balesnya",id
"mau mengapresiasi kefastrepan seluruh dokternya dan juga pelayanannya yang top markotop,,","mau mengapresiasi kefastrepan seluruh dokternya dan juga pelayanannya yang top markotop,,",id
semoga dokternya pada banyak pahalanya soalnya jawab chatnya cepet cepet teruus,semoga dokternya pada banyak pahalanya soalnya jawab chatnya cepet cepet teruus,id
"iseng menyarankan ini ke papaku karena liat postingan promo di instagram, eh malah sekeluarga ketagihan akrena membantu bgt dengan fitur dan dokter spesialisnya yg lengkap","iseng menyarankan ini ke papaku karena liat postingan promo di instagram, eh malah sekeluarga ketagihan akrena membantu bgt dengan fitur dan dokter spesialisnya yg lengkap",id
"Alhamdulillah skrg mau berobat dan konsul dokter pun dipermudah teknologi. aplikasinya bagus dengan segala fitur yang ada, top","alhamdulillah skrg mau berobat dan konsul dokter pun dipermudah teknologi. aplikasinya bagus dengan segala fitur yang ada, top",id
"dokter spesialisnya lengkap sampai dokter gizi juga ada, udah langganan untuk naikin berat badanku. sejauh ini selalu fastrep dan ramah, smeoga aku berhasil jg dietnya :D","dokter spesialisnya lengkap sampai dokter gizi juga ada, udah langganan untuk naikin berat badanku. sejauh ini selalu fastrep dan ramah, smeoga aku berhasil jg dietnya :d",id
"walau harganya murah-murah tapi semua dokter balas chatnya cepat-cepat,, jadi enak banget proses komunikasi dan konsultasinya","walau harganya murah-murah tapi semua dokter balas chatnya cepat-cepat,, jadi enak banget proses komunikasi dan konsultasinya",id
"Sempat meminta reschedule jadwal, sudah reschedule, bayar konsul untuk 30 menit, tapi dokter telat 10 menit tetap dihitung memakan waktu konsultasi. Jadi berhenti di tengah tengah konsultasi dan tidak diberi perpanjangan","sempat meminta reschedule jadwal, sudah reschedule, bayar konsul untuk 30 menit, tapi dokter telat 10 menit tetap dihitung memakan waktu konsultasi. jadi berhenti di tengah tengah konsultasi dan tidak diberi perpanjangan",id
"klikdokter tampilannya simpel tapi user-friendly banget, gak ngebosenin dan fiturnya lengkap pula","klikdokter tampilannya simpel tapi user-friendly banget, gak ngebosenin dan fiturnya lengkap pula",id
"di klik dokter konsulnya juga bisa via vidcall, jadi bisa lebih leluasa buat nyampein keluhan ke dokter. aku suka banget!<3","di klik dokter konsulnya juga bisa via vidcall, jadi bisa lebih leluasa buat nyampein keluhan ke dokter. aku suka banget!<3",id
"kadang kalau lagi sakit suka didiemin, karena selain males ke dokter... harga pasti mahal juga. tapi udah 2x nyoba pake klikdokter dan helpful banget, harga ga nguras dompet jugaa","kadang kalau lagi sakit suka didiemin, karena selain males ke dokter... harga pasti mahal juga. tapi udah 2x nyoba pake klikdokter dan helpful banget, harga ga nguras dompet jugaa",id
"dokternya super baik bangett, aku udah serewel itu tapi balesannya tetep ramah dan fast respon juga. suka bangett","dokternya super baik bangett, aku udah serewel itu tapi balesannya tetep ramah dan fast respon juga. suka bangett",id
berbagai jenis dokter ada jadi memenuhi kebutuhan seluruh keluarga sampai anabul segala,berbagai jenis dokter ada jadi memenuhi kebutuhan seluruh keluarga sampai anabul segala,id
"komunikasi sama dokternya sangat dua arah karena dokternya balasnya cepet, jadi waktunya tida terbuang","komunikasi sama dokternya sangat dua arah karena dokternya balasnya cepet, jadi waktunya tida terbuang",id
segala jenis pelayanan kesehatan tersedia lengkap bangeet jadi gaperlu lg repot repot ke rs atau apotek,segala jenis pelayanan kesehatan tersedia lengkap bangeet jadi gaperlu lg repot repot ke rs atau apotek,id
konsul d sini dokterx selalu gercep walau pun tengah malam,konsul d sini dokterx selalu gercep walau pun tengah malam,id
udah lama pakai semenjak pandemi dan ortuku jg seneng makenya karena ga bingung sama aplikasinya yg user friendly,udah lama pakai semenjak pandemi dan ortuku jg seneng makenya karena ga bingung sama aplikasinya yg user friendly,id
"sekali coba untuk konsulin ortu, malah jd langganan karena dokternya gercep jd seneng nanya-nanyanya","sekali coba untuk konsulin ortu, malah jd langganan karena dokternya gercep jd seneng nanya-nanyanya",id
"bikin janji ketemu sama dokter buat konsul rutin ga ribet lagi harus bolakbalik rs, tinggal cari dokter pilihan terus jadwalin buat ketemu","bikin janji ketemu sama dokter buat konsul rutin ga ribet lagi harus bolakbalik rs, tinggal cari dokter pilihan terus jadwalin buat ketemu",id
app ini udah nemenin dari jaman pandemi dan sempet positiv covid sampai skrg alhamdulillah sehat tp masih suka konsul psikolog dan vet untuk anabul. berani blg ini yg terbaik sih dr segi pelayanannya,application ini udah nemenin dari jaman pandemi dan sempet positiv covid sampai skrg alhamdulillah sehat tp masih suka konsul psikolog dan vet untuk anabul. berani blg ini yg terbaik sih dr segi pelayanannya,id
"paling sering gunain obatnya karena praktiss gaperlu capek capek ke apotek, tp fitur apa aja ada pasti nnt akan berguna jg. bagus.","paling sering gunain obatnya karena praktiss gaperlu capek capek ke apotek, tp fitur apa aja ada pasti nnt akan berguna jg. bagus.",id
"overall mantap tp yg pling pnting bagi sy adalah user friendly sekali, trims","overall mantap tp yg pling pnting bagi sy adalah user friendly sekali, trims",id
"kalo nyari info kesehatan udah paling bener di klik dokter aja, lengkap banget","kalo nyari info kesehatan udah paling bener di klik dokter aja, lengkap banget",id
"Terima kasih, aplikasinya sangat mudah digunakan","terima kasih, aplikasinya sangat mudah digunakan",id
friendly user banget aplikasi klikdokter ini,friendly user banget aplikasi klikdokter ini,no
"bagus, dokter spesialisnya banyak bahkan banyak yang tetap standby di tengah malam","bagus, dokter spesialisnya banyak bahkan banyak yang tetap standby di tengah malam",id
"baru pakai bbrp kali tp so far dapat dokter yang komunikatif dan gercep balesnya, semoga semuanya begitu","baru pakai bbrp kali tp so far dapat dokter yang komunikatif dan gercep balesnya, semoga semuanya begitu",id
Fitur apa aja ada deh yang berkaitan sama kesehatan jadi walau gak konsul pun selalu dipakai aplikasinya walau hanya sekadar baca informasi atau cek bmi,fitur apa aja ada deh yang berkaitan sama kesehatan jadi walau gak konsul pun selalu dipakai aplikasinya walau hanya sekadar baca informasi atau cek bmi,id
sudah berkali-kali pake dan sejauh ini termasuk yang terbaik dari aplikasi telemedicine lainnya..,sudah berkali-kali pake dan sejauh ini termasuk yang terbaik dari aplikasi telemedicine lainnya..,id
baru coba sekali tapi langsung suka karena dapat dokter ya ramah dan fastrep banget jadi komunikasinya lancar,baru coba sekali tapi langsung suka karena dapat dokter ya ramah dan fastrep banget jadi komunikasinya lancar,id
"Gue rencana mau mulai diet, tp bingung banget mulai dari mana akhirnya gue konsul ke dokter gizi di klikdokter","gue rencana mau mulai diet, tp bingung banget mulai dari mana akhirnya gue konsul ke dokter gizi di klikdokter",id
baru coba sekali tapi langsung suka karena dapat dokter ya ramah dan fast respon jadi komunikasinya lancar,baru coba sekali tapi langsung suka karena dapat dokter ya ramah dan fast respon jadi komunikasinya lancar,id
"di klikdokter ternyata bisa rutin konsul buat jaga kesehatan, baguss bangett","di klikdokter ternyata bisa rutin konsul buat jaga kesehatan, baguss bangett",id
"heran bgt sama klikdokter, kayanya klikdokter aplikasi kesehatan berkedok sedekah deh, soalnya murah2 bgt biaya konsul dll nyaa.","heran bgt sama klikdokter, kayanya klikdokter aplikasi kesehatan berkedok sedekah deh, soalnya murah2 bgt biaya konsul dll nyaa.",id
"thank u klikdokter sejauh ini udah ngebantu aku menangani masalah kesehatan, kalo mulai ada yg kerasa sakit tinggal klik klik aplikasi klikdokter","thank you klikdokter sejauh ini udah ngebantu aku menangani masalah kesehatan, kalo mulai ada yg kerasa sakit tinggal klik klik aplikasi klikdokter",id
"walaupun konsulnya online, tp diagnosanya tepat siihh. makin yakin pake klikdokterr 👍👍👍","walaupun konsulnya online, tp diagnosanya tepat siihh. makin yakin pake klikdokterr",id
"meskipun konsul via online, tp berasa konsul kesehatan langsung, karena se detail itu penanganan di klikdokter","meskipun konsul via online, tp berasa konsul kesehatan langsung, karena se detail itu penanganan di klikdokter",id
"gaakan pindah ke lain telemedicine sih, sejauh ini klikdokter yg terbaik buat aku","gaakan pindah ke lain telemedicine sih, sejauh ini klikdokter yg terbaik buat aku",id
"saking fastrespon nya, doi gw aja kalah cepet bales chat sama klikdokter","saking fastrespon nya, doi gw aja kalah cepet bales chat sama klikdokter",id
"yang paling gue suka dari sekian banyak fitur di klikdokter tuh fitur info obat, bener2 bermanfaat dan nambah ilmu👍🏻","yang paling gue suka dari sekian banyak fitur di klikdokter tuh fitur info obat, bener2 bermanfaat dan nambah ilmu",id
"Respon dr dokternya tuh bener jelas,tepat sasaran, ga bertele tele gitu! Jd beneran lgsg tau oh ini sakit nya apa, harus ngapain, beli apa, gitu","respon dr dokternya tuh bener jelas,tepat sasaran, ga bertele tele gitu! jd beneran lgsg tau oh ini sakit nya apa, harus ngapain, beli apa, gitu",id
"Betah banget nongkrongin aplikasi klikdokter, soalnya tampilannya ga ribet, warna aplikasinya adem jd mata nyaman liatnya","betah banget nongkrongin aplikasi klikdokter, soalnya tampilannya ga ribet, warna aplikasinya adem jd mata nyaman liatnya",id
"Gapaham gimana caranya, tapi setiap konsul di app ini dokternya selalu fast respon, ga ada tuh nunggu antrian 3 org 5 org lg kayak app sebelah. Jadi, kalau ada apa apa yg darurat bs langsung direspon, thank you klikdokter!","gapaham gimana caranya, tapi setiap konsul di application ini dokternya selalu fast respon, ga ada tuh nunggu antrian 3 org 5 org lg kayak application sebelah. jadi, kalau ada apa apa yg darurat bs langsung direspon, thank you klikdokter!",id
bersyukur bisa bertemu sama klikdokter yang isinya dokter dokter hebat. semangat dan semoga semakin berkembang yaaa klikdokter!,bersyukur bisa bertemu sama klikdokter yang isinya dokter dokter hebat. semangat dan semoga semakin berkembang yaaa klikdokter!,id
Seseneng itu krn nemuin app klikdokterrrr aaa <3 luvluv untuk yg buat aplikasi sekeren ini dan dengan mudahnya diakses gratis tis tis!!,seseneng itu krn nemuin application klikdokterrrr aaa <3 luvluv untuk yg buat aplikasi sekeren ini dan dengan mudahnya diakses gratis it is it is!!,id
Aplikasi gak bener. Udah bayar mau konsultasi. Eh dokter gak nanggepin konsultasi. Status pengembalian dana.. sampe sekarang gak ada pengembalian dana buat pengaduan gak ada tanggapan sama sekali.. sama sekali bukan aplikasi yang membantu malah merugikan.,aplikasi gak bener. udah bayar mau konsultasi. eh dokter gak nanggepin konsultasi. status pengembalian dana.. sampe sekarang gak ada pengembalian dana buat pengaduan gak ada tanggapan sama sekali.. sama sekali bukan aplikasi yang membantu malah merugikan.,id
"mau curhat dikit krn sempet gasuka sama aplikasi dokter dokteran yg ga solutif, eh pas ketemu sm klik dokter malah sgt membantu, dan bikin jd percaya utk konsul online gini","mau curhat dikit krn sempet gasuka sama aplikasi dokter dokteran yg ga solutif, eh pas ketemu sm klik dokter malah sgt membantu, dan bikin jd percaya utk konsul online gini",id
"gausah ragu deh sm klikdokter, cuma perlu satu aplikasi, lu udh bisa beli obat, vitamin, sampe konsul sama dokter dokter yg udh gausah diraguin lg kualitasnya","gausah ragu deh sm klikdokter, cuma perlu satu aplikasi, lu udh bisa beli obat, vitamin, sampe konsul sama dokter dokter yg udh gausah diraguin lg kualitasnya",id
"gw ga bosen bosen ngajakin temen temen gw utk pke klikdokter krn se membantu itu di hidup gw, apalagi kl lg perlu obat ato tes swab mandiri yg darurat, bs dikirim scr instan","gw ga bosen bosen ngajakin temen temen gw utk pke klikdokter krn se membantu itu di hidup gw, apalagi kl lg perlu obat ato tes swab mandiri yg darurat, bs dikirim scr instan",id
"Pake aplikasi buat ketemu dokter tuh skrg ga perlu takut gais, aman kok. gw percaya sm klikdokter krn mereka nyediain tenaga ahli yg terkenal-terkenal bgt namanya, jd ga abal-abal gt deh","pake aplikasi buat ketemu dokter tuh skrg ga perlu takut gais, aman kok. gw percaya sm klikdokter krn mereka nyediain tenaga ahli yg terkenal-terkenal bgt namanya, jd ga abal-abal gt deh",id
kalau ga ada klikdokter mngkin biaya yg sy kluarkan utk rumah sakit semakin boncos lg soalny bulan bulan terakhir ini sering bgt konsul krn lg sering sakit,kalau ga ada klikdokter mngkin biaya yg sy kluarkan utk rumah sakit semakin boncos lg soalny bulan bulan terakhir ini sering bgt konsul krn lg sering sakit,id
"jangankan pergi ke dokter, ke apotek pun skrg ga perlu lg jalan kaki jauh-jauh, udah pake klikdokter aja, semua langsung ada didepan mata 👍","jangankan pergi ke dokter, ke apotek pun skrg ga perlu lg jalan kaki jauh-jauh, udah pake klikdokter aja, semua langsung ada didepan mata",id
Disini gampang banget transaksinya dan murah banget! Semoga pelayanan nya terus bertahan karena udah bagus banget,disini gampang banget transaksinya dan murah banget! semoga pelayanan nya terus bertahan karena udah bagus banget,id
"so far so good ya klikdokter, fast response juga. thxx","so far so good ya klikdokter, fast response juga. thxx",sv
"Buat manusia yang ngerasa ribet kl konsul via chat, tenang ada fitur videocall jadi gampang deh buat konsul","buat manusia yang ngerasa ribet kl konsul via chat, tenang ada fitur videocall jadi gampang deh buat konsul",id
"waktu itu sempet trauma konsul psikolog online karena aku ngerasa dijudge dan balesannya cuek banget. akhirnya kemarin mutusin untuk nyoba lagi di klikdokter, ga nyesel samasekali karena dokternya seramah dan sepengertian ituu","waktu itu sempet trauma konsul psikolog online karena aku ngerasa dijudge dan balesannya cuek banget. akhirnya kemarin mutusin untuk nyoba lagi di klikdokter, ga nyesel samasekali karena dokternya seramah dan sepengertian ituu",id
mau dimanapun kapanpun kalo butuh layanan konsultasi tinggal klik aja klikdokter ya ges ya,mau dimanapun kapanpun kalo butuh layanan konsultasi tinggal klik aja klikdokter ya ges ya,id
"Selain konsul dokter dan beli obat, bisa juga cek kesehatan di app klikdokter. fiturnya beneran selengkap itu guys!!","selain konsul dokter dan beli obat, bisa juga cek kesehatan di application klikdokter. fiturnya beneran selengkap itu guys!!",id
"semenjak UI baru, skrng jadi susah. Sdh pembayaran trus masuk menu lain liat liat sambil menunggu terhubung. Giliran terhubung gak tau cara masuk ke room ny bagaimana. Di klik sana sini gak nemu cara masuk room chat ny. Ribet dan susah.. Akhirnya sesi waktu konsultasi pun habis tanpa berkonsultasi.","semenjak ui baru, skrng jadi susah. sdh pembayaran trus masuk menu lain liat liat sambil menunggu terhubung. giliran terhubung gak tau cara masuk ke room ny bagaimana. di klik sana sini gak nemu cara masuk room chat ny. ribet dan susah.. akhirnya sesi waktu konsultasi pun habis tanpa berkonsultasi.",id
"saking user friendly-nya, bapak gw yang gaptek langsung ngerti cara pake aplikasinya abis diajarin sekali doang","saking user friendly-nya, bapak gw yang gaptek langsung ngerti cara pake aplikasinya abis diajarin sekali doang",id
"kudos buat tim klikdokter, fitur lengkap, pelayanan memuaskan, aplikasi user friendly dan semua bisa dilakukan dirumah aja","kudos buat tim klikdokter, fitur lengkap, pelayanan memuaskan, aplikasi user friendly dan semua bisa dilakukan dirumah aja",id
"di klikdokter gue bebas pilih dokter, jadi enak tiap konsul ga perlu ngulang cerita dari awal lagi","di klikdokter gue bebas pilih dokter, jadi enak tiap konsul ga perlu ngulang cerita dari awal lagi",id
"yaampun skrg di klikdokter bisa konsul dokter seharga nasi padang aja, murah bangetttt","yaampun skrg di klikdokter bisa konsul dokter seharga nasi padang aja, murah bangetttt",id
"Keren banget di aplikasi klikdokter bisa scan pedulilindungi juga, jadi gak menuh menuhin memori hp","keren banget di aplikasi klikdokter bisa scan pedulilindungi juga, jadi gak menuh menuhin memori hp",id
"kalau ada bintang 100 aku kasih deh, soalnya aplikasinya mudah dipahami","kalau ada bintang 100 aku kasih deh, soalnya aplikasinya mudah dipahami",id
Aplikasi yang sangat berguna supaya makim aware dengan kesehatannya,aplikasi yang sangat berguna supaya makim aware dengan kesehatannya,id
"apalagi coba apalagi ini segala cek imun juga bisa, konkret menjawab masalah masyarakat bir bisa all in one","apalagi coba apalagi ini segala cek imun juga bisa, konkret menjawab masalah masyarakat bir bisa all in one",id
"efisien secara waktu dan materil karena ga antre, biayanya juga murah","efisien secara waktu dan materil karena ga antre, biayanya juga murah",id
"balita juga bisa, tinggal emaknya yang sampein ke dokternya. biasa lah masalah diare","balita juga bisa, tinggal emaknya yang sampein ke dokternya. biasa lah masalah diare",id
dokternya sabar ngadepin pertanyaan pertanyaan aku yang kerasa awam banget kalo tentang bidang kesehatan ini,dokternya sabar ngadepin pertanyaan pertanyaan aku yang kerasa awam banget kalo tentang bidang kesehatan ini,id
"bakalan rugi kalo konsul berbatas waktu terus kitanya nungguin dokter bales, ini engga, wong langsung dibales saat itu juga","bakalan rugi kalo konsul berbatas waktu terus kitanya nungguin dokter bales, ini engga, wong langsung dibales saat itu juga",id
"yaa tipe tipe pasien bawel kaya aku gini, banyak nanya selama waktunya masih mumpuni boleh kok","yaa tipe tipe pasien bawel kaya aku gini, banyak nanya selama waktunya masih mumpuni boleh kok",id
"pelayanannya ga overrated karena mereka ngejaga kualitas di dalam jasanya, jadi jarang ngecewain","pelayanannya ga overrated karena mereka ngejaga kualitas di dalam jasanya, jadi jarang ngecewain",id
"menurut gw durasi konsul pas banget jd ga kecepetan atau kelamaan, dokternya juga gercep jawabin pertanyaan gw","menurut gw durasi konsul pas banget jd ga kecepetan atau kelamaan, dokternya juga gercep jawabin pertanyaan gw",id
"sekarang konsul dokter tinggal klik klik di hp aja, biayanya juga murah dan bisa dilakuin kapan aja + dimana aja","sekarang konsul dokter tinggal klik klik di hp aja, biayanya juga murah dan bisa dilakuin kapan aja + dimana aja",id
"dari aku ya, ini ngebantu banget sih buat ada yang bikin app ini, ga mesti langganan kok, coba yang ga paket jg bisa","dari aku ya, ini ngebantu banget sih buat ada yang bikin application ini, ga mesti langganan kok, coba yang ga paket jg bisa",id
kalo kaya di resto mah bisa paket bisa a la carte ambil yang emang butuh yaps,kalo kaya di resto mah bisa paket bisa a la carte ambil yang emang butuh yaps,id
"Fitur di aplikasi klikdokter lengkap dan informatif banget! Mulai dari konsul dokter, beli obat, bikin janji temu sama dokter dan ada juga berita-berita tentang kesehatan. Jempol dehhh🤩👍👍","fitur di aplikasi klikdokter lengkap dan informatif banget! mulai dari konsul dokter, beli obat, bikin janji temu sama dokter dan ada juga berita-berita tentang kesehatan. jempol dehhh",id
"dokternya semangat banget padahal waktu itu gue konsulnya tengah malem, sukses terus dok!","dokternya semangat banget padahal waktu itu gue konsulnya tengah malem, sukses terus dok!",id
"fitur sama pelayanannya terbaik emang cuy, tebus resep aja gampang kok simple banget","fitur sama pelayanannya terbaik emang cuy, tebus resep aja gampang kok simple banget",id
"sekarang kalo mau konsul ke dokter udah ga pake antri lagi, praktis bangettt","sekarang kalo mau konsul ke dokter udah ga pake antri lagi, praktis bangettt",id
"selain bisa konsul online sama dokter, kalau butuh tindakan juga bisa buat janji temu dan sesuaiin sama jadwal sendiri jadi ga repot ngatur waktu","selain bisa konsul online sama dokter, kalau butuh tindakan juga bisa buat janji temu dan sesuaiin sama jadwal sendiri jadi ga repot ngatur waktu",id
"menurut gue klikdokter udah paling juara kalau urusan telehealth. semua serba lengkap, ga usah repot repot keluar rumah juga","menurut gue klikdokter udah paling juara kalau urusan telehealth. semua serba lengkap, ga usah repot repot keluar rumah juga",id
gw baru tau di klikdokter dengan harga murah bisa dapet konsul dokter yang worth it banget,gw baru tau di klikdokter dengan harga murah bisa dapet konsul dokter yang worth it banget,id
"pilihan dokter spesialisnya beragam banget, sampe akupuntur juga ada","pilihan dokter spesialisnya beragam banget, sampe akupuntur juga ada",id
