content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
So far so good and helpful,so far so good and helpful,en,0.7984,0.0,0.359,0.641,2,far good helpful
"Frequently error during payment (credit card), when back to cart, the list empty, then start from zero. Uncertain if the app has deducted my credit card.","frequently error during payment (credit card), when back to cart, the list empty, then start from zero. uncertain if the application has deducted my credit card.",en,-0.128,0.204,0.638,0.158,-1,error payment credit
"Good, helping, easy to use. Thanks, just be better and improve everyday halodoc!","good, helping, easy to use. thanks, just be better and improve everyday halodoc!",en,0.9432,0.0,0.292,0.708,2,improve everyday halodoc
Very very good aplication,very very good aplication,en,0.5379,0.0,0.464,0.536,2,good aplication
Easy n awesome solution,easy n awesome solution,en,0.8519,0.0,0.097,0.903,2,easy awesome solution
Very helpfull. Got a very nice doctor straight to the point.,very helpfull. got a very nice doctor straight to the point.,en,0.6436,0.0,0.631,0.369,1,got nice doctor
helped for people need consultation in anytime,helped for people need consultation in anytime,en,0.0,0.0,1.0,0.0,0,consultation anytime
"It was good before, Now is the worst app you can count on. Late delivery, unknown courier, untraceable, CS can't be contacted. And many so on.","it was good before, now is the worst application you can count on. late delivery, unknown courier, untraceable, cs cannot be contacted. and many so on.",en,-0.296,0.132,0.774,0.094,-1,worst application
the best alternative health services.,the best alternative health services.,en,0.6369,0.0,0.488,0.512,2,alternative health services
Very helpfull to look and consulting with doktors... easy to use,very helpfull to look and consulting with doktors... easy to use,en,0.4404,0.0,0.775,0.225,1,doktors easy use
"Good App, Excellent doctor and Best Price","good application, excellent doctor and best price",en,0.8957,0.0,0.27,0.73,2,application excellent doctor
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
"good app, help more quickly consult related to health.","good application, help more quickly consult related to health.",en,0.6808,0.0,0.556,0.444,1,consult related health
Very good respond from doctor.. thank you,very good respond from doctor.. thank you,en,0.6901,0.0,0.468,0.532,2,respond doctor thank
make us easy to get medicined without happy to out to the hospitals,make us easy to get medicined without happy to out to the hospitals,en,-0.0253,0.177,0.651,0.172,-1,make easy medicined
Can't use home lab feature in the app. Keep showing the homepage of the app.,cannot use home lab feature in the application. keep showing the homepage of the application.,en,0.0,0.0,1.0,0.0,0,application showing homepage
Super fast response!!! Love this app for sure.,super fast response!!! love this application for sure.,en,0.9057,0.0,0.307,0.693,2,love application sure
fast helping and healing as easiest.,fast helping and healing as easiest.,en,0.6124,0.0,0.444,0.556,2,fast helping healing
"Very convenient, love it!","very convenient, love it!",en,0.6975,0.0,0.386,0.614,2,convenient
Good application...the application is very useful for helping my family and my pets who are sick,good application...the application is very useful for helping my family and my pets who are sick,en,0.6436,0.138,0.503,0.359,1,good application
Helpful for light to medium problem that i have.,helpful for light to medium problem that i have.,en,0.0258,0.216,0.56,0.224,1,helpful light medium
"user friendly, and very easy to use","user friendly, and very easy to use",en,0.7501,0.0,0.439,0.561,2,user friendly easy
Very helpful application,very helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
Very usefull and helpfull,very usefull and helpfull,en,0.0,0.0,1.0,0.0,0,usefull helpfull
Fast respon bangeet,fast respon bangeet,en,0.0,0.0,1.0,0.0,0,fast respon bangeet
Not recommended! Dissapointed by the app & the cs.,not recommended! dissapointed by the application & the cs.,en,-0.2225,0.191,0.809,0.0,-1,application cs
"It's great, good service","it is great, good service",en,0.7906,0.0,0.222,0.778,2,great good service
This app helps a lot!,this application helps a lot!,en,0.4389,0.0,0.58,0.42,1,application helps
"Very disappointing. I order certain medications urgently to be sent, then in the end just found out that the drug will be sent three days later! And last, the order couldnt be cancelled! so whats the use of asking the reason of our cancellation if it cant be cancelled afterall? What a total shame and disappointment, indeed.","very disappointing. i order certain medications urgently to be sent, then in the end just found out that the drug will be sent three days later! and last, the order could not be cancelled! so what is the use of asking the reason of our cancellation if it cannot be cancelled afterall? what a total shame and disappointment, indeed.",en,-0.8153,0.163,0.754,0.083,-1,order cancelled use
Very helful in emergency time,very helful in emergency time,en,-0.4336,0.417,0.583,0.0,-1,helful emergency time
I can chat with any doctor I want depending on my case and has always been smooth til end of the conversation. Good experience so far! Thanks Halodoc.,i can chat with any doctor i want depending on my case and has always been smooth til end of the conversation. good experience so far! thanks halodoc.,en,0.7698,0.0,0.765,0.235,1,chat doctor
"I loved the app but in the past 1 year i feel that the apps is getting worse, especially the checkout experience","i loved the application but in the past 1 year i feel that the application is getting worse, especially the checkout experience",en,-0.4019,0.156,0.752,0.092,-1,especially checkout experience
"easy, good, helpfull, instant, thanks","easy, good, helpfull, instant, thanks",en,0.8271,0.0,0.187,0.813,2,easy good helpfull
Quick and easy to use.,quick and easy to use.,en,0.4404,0.0,0.58,0.42,1,quick easy use
"Good apps, very helpful","good application, very helpful",en,0.7178,0.0,0.25,0.75,2,good application helpful
"Best apps, convinience, easy to use, keep it up","best application, convinience, easy to use, keep it up",en,0.7964,0.0,0.496,0.504,2,best application
"Everything went so smoothly from registering a new account, linking insurance, starting a consultation, and ordering medicines with insurance.","everything went so smoothly from registering a new account, linking insurance, starting a consultation, and ordering medicines with insurance.",en,0.0,0.0,1.0,0.0,0,went smoothly registering
I will spam complaints when free at places you post... Until my money refunded been 17 days... And counting...,i will spam complaints when free at places you post... until my money refunded been 17 days... and counting...,en,-0.2263,0.212,0.653,0.135,-1,spam complaints free
"Love this app! That should be available all over Europe. Had half an hour chat with a doc, gave me a digital prescription in the app wirh what I could directly order without even searching for the medicine. Moreover, it will be delivered in the middle of the night to your doorstep for a fraction of the price in pharmacies because here you get the generica easily. Love it!","love this application! that should be available all over europe. had half an hour chat with a doc, gave me a digital prescription in the application wirh what i could directly order without even searching for the medicine. moreover, it will be delivered in the middle of the night to your doorstep for a fraction of the price in pharmacies because here you get the generica easily. love it!",en,0.9078,0.0,0.853,0.147,1,pharmacies generica easily
"Easy to use, and very helpful👍","easy to use, and very helpful",en,0.7178,0.0,0.5,0.5,1,easy use helpful
Easy to use and so helpfull.,easy to use and so helpfull.,en,0.4404,0.0,0.633,0.367,1,easy use helpfull
So helpful thanks,so helpful thanks,en,0.7408,0.0,0.138,0.862,2,helpful thanks
Exquisite response and my order arrives at home less than 30minutes. Perfect!,exquisite response and my order arrives at home less than 30minutes. perfect!,en,0.5759,0.0,0.747,0.253,1,order arrives home
Easy of use and convenience,easy of use and convenience,en,0.4404,0.0,0.58,0.42,1,easy use convenience
"Easy chat with doctor. Have been using halodoc for sometime now, highly recommended","easy chat with doctor. have been using halodoc for sometime now, highly recommended",en,0.6115,0.0,0.688,0.312,1,halodoc highly recommended
"Very helpfull to doctor and give me support to always ikhtiar,, thank you doctor...","very helpfull to doctor and give me support to always ikhtiar,, thank you doctor...",en,0.6369,0.0,0.698,0.302,1,ikhtiar thank doctor
I am very satisfied with the service of app and the doctor. I got clear explanation to my questions. Very good!,i am very satisfied with the service of application and the doctor. i got clear explanation to my questions. very good!,en,0.8473,0.0,0.662,0.338,1,service application doctor
Very easy and helpful,very easy and helpful,en,0.7397,0.0,0.242,0.758,2,easy helpful
"Easy and fast ,good service keep it up","easy and fast ,good service keep it up",en,0.7003,0.0,0.508,0.492,1,fast good service
Very good experience. Always use Halo doc for online consultation with doctor.,very good experience. always use halo doc for online consultation with doctor.,en,0.4927,0.0,0.775,0.225,1,use halo doc
Great apps with great UI,great application with great ui,en,0.8481,0.0,0.268,0.732,2,application great ui
"Have been stucked almost 2 hours for med delivery with over 10 calls between halodoc cs and vendors. Already frustated, want to cancel.. the application and cs said CAN'T cancel. Hahaha what a service !!","have been stucked almost 2 hours for med delivery with over 10 calls between halodoc cs and vendors. already frustated, want to cancel.. the application and cs said cannot cancel. hahaha what a service !!",en,-0.5374,0.139,0.784,0.077,-1,cancel hahaha service
Simple and very helpful,simple and very helpful,en,0.4754,0.0,0.492,0.508,2,simple helpful
"Very convenient. Can consult with doctor, linked to insurance, and buy medicines all in one place.","very convenient. can consult with doctor, linked to insurance, and buy medicines all in one place.",en,0.0,0.0,1.0,0.0,0,buy medicines place
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
very helpfull and simple to get help and assistance,very helpfull and simple to get help and assistance,en,0.4019,0.0,0.748,0.252,1,helpfull simple
"Anything you need 24/7, urgent matter? Halodoc is your best option","anything you need 24/7, urgent matter? halodoc is your best option",en,0.7269,0.0,0.53,0.47,1,halodoc best option
Can't login. The OTP is never arrived. Block me from trying to send another request for OTP with reason have entered wrong code 4 times even though I never submit any code.,cannot login. the otp is never arrived. block me from trying to send another request for otp with reason have entered wrong code 4 times even though i never submit any code.,en,-0.1764,0.087,0.845,0.068,-1,login otp
"Helpfull, easy to use","helpfull, easy to use",en,0.4404,0.0,0.508,0.492,1,helpfull easy use
Best of the Best,best of the best,en,0.8555,0.0,0.192,0.808,2,best best
Very helpful and easy to use,very helpful and easy to use,en,0.7397,0.0,0.39,0.61,2,helpful easy use
"Easy to use, reliable","easy to use, reliable",en,0.4404,0.0,0.508,0.492,1,easy use reliable
Confirmed booking can be cancelled by system.,confirmed booking can be cancelled by system.,en,-0.25,0.25,0.75,0.0,-1,confirmed booking cancelled
Helpful and efficient app👍,helpful and efficient application,en,0.6808,0.0,0.417,0.583,2,helpful efficient application
Easy to ask doctor from home,easy to ask doctor from home,en,0.4404,0.0,0.633,0.367,1,easy ask doctor
"Very good and helpful! The app is user-friendly and has a lot of features for health-related queries (e.g. telemedicine, health calculators, etc.). Overall, my experience in using this app has been pretty good and so far, I haven't encountered any major issues when accessing the features inside the app","very good and helpful! the application is user-friendly and has a lot of features for health-related queries (e.g. telemedicine, health calculators, etc.). overall, my experience in using this application has been pretty good and so far, i have not encountered any major issues when accessing the features inside the application",en,0.9127,0.0,0.781,0.219,1,application user friendly
So far this is a useful app to help my family,so far this is a useful application to help my family,en,0.6808,0.0,0.616,0.384,1,far useful application
I cannot make med reservation from the app. Pelase fix it,i cannot make med reservation from the application. pelase fix it,en,0.0,0.0,1.0,0.0,0,med reservation application
All the doctors are helpful 🙏,all the doctors are helpful,en,0.4215,0.0,0.682,0.318,1,doctors helpful
Very helpful n fast response,very helpful n fast response,en,0.4754,0.0,0.564,0.436,1,helpful fast response
The best for you who needs medic in second,the best for you who needs medic in second,en,0.6369,0.0,0.656,0.344,1,needs medic second
"Only 30 mins to talk to psychiatrist, seriously?","only 30 mins to talk to psychiatrist, seriously?",en,-0.1779,0.195,0.805,0.0,-1,talk psychiatrist
The doctor is accomodating and ask thoroughly about the symptoms etc.,the doctor is accomodating and ask thoroughly about the symptoms etc.,en,0.0,0.0,1.0,0.0,0,doctor accomodating ask
Nice apps to Buy medicine but unfortunately the cost for delivery to expensive,nice application to buy medicine but unfortunately the cost for delivery to expensive,en,-0.296,0.194,0.688,0.119,-1,application buy medicine
"Many choice of doctors n very fast responses also good communication, so we could spent our time, keep on🙏","many choice of doctors n very fast responses also good communication, so we could spent our time, keep on",en,0.4404,0.0,0.873,0.127,1,doctors fast responses
Effective and efficient application.,effective and efficient application.,en,0.7096,0.0,0.253,0.747,2,effective efficient application
Very bad experience,very bad experience,en,-0.5849,0.655,0.345,0.0,-2,bad experience
Keep up the good services. Salam sehat.,keep up the good services. salam sehat.,en,0.4404,0.0,0.674,0.326,1,good services salam
"this apps very helpful, could be optional for cheapest solution you can choose rather than you go to hospital, don't worry because the doctor are registered and professional at some point, we cannot modify the recipe if you using insurance, and we cannot split recipe with many drug store. maybe I suggest this issue can be solve, that patient can adjust the recipe, and can split the recipe for many drug store thanks","this application very helpful, could be optional for cheapest solution you can choose rather than you go to hospital, do not worry because the doctor are registered and professional at some point, we cannot modify the recipe if you using insurance, and we cannot split recipe with many drug store. maybe i suggest this issue can be solve, that patient can adjust the recipe, and can split the recipe for many drug store thanks",en,0.8885,0.0,0.845,0.155,1,split recipe drug
Easy to use 😁👍🏻,easy to use,en,0.7096,0.0,0.651,0.349,1,easy use
Simply useful! Connected with insurance,simply useful! connected with insurance,en,0.4926,0.0,0.556,0.444,1,useful connected insurance
Great. Fast response,great. fast response,en,0.6249,0.0,0.328,0.672,2,great fast response
It's easy to use,it is easy to use,en,0.4404,0.0,0.508,0.492,1,easy use
"usefull app, integrated with our health insurance 👍","usefull application, integrated with our health insurance",en,0.0,0.0,1.0,0.0,0,integrated health insurance
"not being able to update my profile, hence couldn't make an order","not being able to update my profile, hence could not make an order",en,0.0,0.0,1.0,0.0,0,able update profile
User friendly application,user friendly application,en,0.4939,0.0,0.385,0.615,2,user friendly application
CS very slow respon,cs very slow respon,en,0.0,0.0,1.0,0.0,0,cs slow respon
"I just try this app, it was help me alot to bought medicine. Thanks 👍","i just try this application, it was help me alot to bought medicine. thanks",en,0.6808,0.0,0.714,0.286,1,bought medicine thanks
"So far it's been helpful. But the map is unreliable and the drivers seem to not reading the note. I couldn't find my orders until now. The info just shows whether it has been delivered or not, but no info who accepted it nor picture of the person who accepted it. So when they delivered the medicine to the wrong person, to track it was such a hassle. Maybe fix that part. Oh, and why I had to double confirm to 2 different doctors just to make order?","so far it is been helpful. but the map is unreliable and the drivers seem to not reading the note. i could not find my orders until now. the info just shows whether it has been delivered or not, but no info who accepted it nor picture of the person who accepted it. so when they delivered the medicine to the wrong person, to track it was such a hassle. maybe fix that part. oh, and why i had to double confirm to 2 different doctors just to make order?",en,0.5239,0.043,0.858,0.099,1,delivered medicine wrong
Need to have option to set default address / never to ask if GPS is not on,need to have option to set default address / never to ask if gps is not on,en,0.0,0.0,1.0,0.0,0,address ask gps
Too much bugs.. be careful you could lose your money,too much bugs.. be careful you could lose your money,en,-0.2732,0.22,0.65,0.13,-1,bugs careful
"I need the drug very fast, but the verification is bad, i trying to upload KTP but always fail, now it need to wait for 24 hours","i need the drug very fast, but the verification is bad, i trying to upload ktp but always fail, now it need to wait for 24 hours",en,-0.8885,0.275,0.725,0.0,-1,trying upload ktp
This app is really helpful. Thanks hallodoc,this application is really helpful. thanks hallodoc,en,0.7408,0.0,0.444,0.556,2,application really helpful
Very easy to use and fast respons from the care unit,very easy to use and fast respons from the care unit,en,0.7501,0.0,0.585,0.415,1,easy use fast
Cannot to login apps (please enabled permission for feature),cannot to login application (please enabled permission for feature),en,0.3182,0.0,0.777,0.223,1,login application enabled
Too many annoying ads,too many annoying ads,en,-0.4019,0.474,0.526,0.0,-1,annoying ads
the worst part is when it searching for the drug store,the worst part is when it searching for the drug store,en,-0.6249,0.291,0.709,0.0,-1,worst searching drug
Cool. Easy to use,cool. easy to use,en,0.6369,0.0,0.278,0.722,2,cool easy use
Great apps for beginner like me. Who doesn't depend on people in the society. Very much introvert person indeed. With this app I can easly consult everything in needs. Thank you and very much appreciate for the inovation of this app.,great application for beginner like me. who does not depend on people in the society. very much introvert person indeed. with this application i can easly consult everything in needs. thank you and very much appreciate for the inovation of this application.,en,0.9017,0.0,0.754,0.246,1,introvert person application
Very disastrous UX especially during making an order.,very disastrous ux especially during making an order.,en,-0.6361,0.375,0.625,0.0,-1,disastrous ux especially
Helpful and amazing,helpful and amazing,en,0.765,0.0,0.132,0.868,2,helpful amazing
"they commit to send the medicines for 45-60minutes turns out: - my order status stuck for 2 hours - im about to cancel the order so i can reorder, but theres no cancel button - it's hard to contact the agent through chat, you've to call via gsm call (ensure you've enough phone credit) - after reques for the cancellation, you've to until 5 days for refund. which i cannot understand why i've to wait that longer since it's not even my fault ☠️ I'm gonna wait until my money back then I'll uninstall","they commit to send the medicines for 45-60minutes turns out: - my order status stuck for 2 hours - i am about to cancel the order so i can reorder, but there is no cancel button - it is hard to contact the agent through chat, you have to call via gsm call (ensure you have enough phone credit) - after reques for the cancellation, you have to until 5 days for refund. which i cannot understand why i have to wait that longer since it is not even my fault i am going to wait until my money back then i will uninstall",en,0.8688,0.043,0.83,0.126,1,hours cancel order
stuck when start app,stuck when start application,en,-0.25,0.4,0.6,0.0,-1,stuck start application
"Very helping me when I am sick, especially to person who live alone. I live in indonesia but couldn't ride a bike, forcing me to walk to the farmacy when I'ｍ sick. But with this app even when I couldn't walk much I could get a medicine for myself. This is what I needed","very helping me when i am sick, especially to person who live alone. i live in indonesia but could not ride a bike, forcing me to walk to the farmacy when i am sick. but with this application even when i could not walk much i could get a medicine for myself. this is what i needed",en,-0.7471,0.135,0.835,0.029,-1,helping sick especially
SO USEFUL AND EASY TO USE,so useful and easy to use,en,0.7474,0.0,0.386,0.614,2,useful easy use
"Always failed when I want to order medicine through digital prescription. It said ""Pesananmu gagal untuk diproses, mohon coba kembali"". I tried several times and facing the same problem. Try to re-login, access through web and nothing happens. Customer care is very slow respond, it took 35 minutes just to reply 1 bubble chat!??","always failed when i want to order medicine through digital prescription. it said ""pesananmu gagal untuk diproses, mohon coba kembali"". i tried several times and facing the same problem. try to re-login, access through web and nothing happens. customer care is very slow respond, it took 35 minutes just to reply 1 bubble chat!??",en,-0.8393,0.153,0.825,0.021,-1,order medicine digital
Cant chat properly because the apps lagging,cannot chat properly because the application lagging,en,-0.2732,0.259,0.741,0.0,-1,application lagging
"Very simple process, helpful and easy to access.","very simple process, helpful and easy to access.",en,0.7152,0.0,0.502,0.498,1,simple process helpful
Easy and helpful,easy and helpful,en,0.6908,0.0,0.149,0.851,2,easy helpful
Helpful and simple,helpful and simple,en,0.4215,0.0,0.417,0.583,2,helpful simple
Delivery was fast and responsible,delivery was fast and responsible,en,0.3182,0.0,0.635,0.365,1,delivery fast responsible
Very helpful for patient who get COVID-19 dease.👍,very helpful for patient who get covid-19 dease.,en,0.4754,0.0,0.744,0.256,1,helpful patient covid
"Very helpful, very reliable","very helpful, very reliable",en,0.4754,0.0,0.492,0.508,2,helpful reliable
"Very bad apps. Maps cannot shown detail address. Put note but not shown to driver. Driver sent back medicine while we are waiting. Must improve on maps, driver menu, communications to driver.","very bad application. maps cannot shown detail address. put note but not shown to driver. driver sent back medicine while we are waiting. must improve on maps, driver menu, communications to driver.",en,0.3514,0.066,0.828,0.106,1,maps driver
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2,easy use
Very useful apps for bwing healthy,very useful application for bwing healthy,en,0.7089,0.0,0.404,0.596,2,application bwing healthy
"Paid and chat with doctor was fine, but always force close afterwards and prescription payment process always failed","paid and chat with doctor was fine, but always force close afterwards and prescription payment process always failed",en,-0.6187,0.204,0.732,0.064,-1,close prescription payment
Emergency apps. Recomended.,emergency application. recomended.,en,-0.3818,0.565,0.435,0.0,-2,emergency application recomended
Very helpful when the body is not healthy as usual & the application is very easy to use,very helpful when the body is not healthy as usual & the application is very easy to use,en,0.6159,0.096,0.637,0.267,1,healthy usual application
I have bad experience with the customer service and the application system. Thank u next.,i have bad experience with the customer service and the application system. thank you next.,en,-0.25,0.184,0.684,0.132,-1,customer service application
Very helpful app,very helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
"I just dont understand, i order the prescription, but then there are medicine require prescription and then I was forwarded to another doctor ask for prescription🙄. In other words I have to pay double consultation? WHY??","i just do not understand, i order the prescription, but then there are medicine require prescription and then i was forwarded to another doctor ask for prescription. in other words i have to pay double consultation? why??",en,-0.2824,0.052,0.948,0.0,-1,order prescription
It does what it says,it does what it says,en,0.0,0.0,1.0,0.0,0,does says
Great and quick,great and quick,en,0.6249,0.0,0.328,0.672,2,great quick
Its really useful when your body is really sick but you cant go to the doctor. When you have no time to buy medicine or consult or test lab.,its really useful when your body is really sick but you cannot go to the doctor. when you have no time to buy medicine or consult or test lab.,en,-0.4588,0.154,0.783,0.063,-1,medicine consult test
"cepat, ramah, helpfully","cepat, ramah, helpfully",en,0.5106,0.0,0.377,0.623,2,cepat ramah helpfully
Practical and available when needed,practical and available when needed,en,0.0,0.0,1.0,0.0,0,practical available needed
"THE LOCATION ISSUE WHEN YOU INPUT ADDRESS PROPERLY BUT THE POINT ISN'T, YOU SHOULD PICKUP BY YOURSELF TO TAKE WHAT YOU ORDER IT HAPPENED TWICE","the location issue when you input address properly but the point is not, you should pickup by yourself to take what you order it happened twice",en,0.0,0.0,1.0,0.0,0,address properly
Simple and effective,simple and effective,en,0.4767,0.0,0.392,0.608,2,simple effective
