app_name,index,content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword,extracted_phrases,grouped_phrases
klikdokter,5,"Easy to use, and the doctors really professional. Also we can consultation in free mode, we'll get 15 minutes to chat with doctor, and it's enough when we want to ask simple thing to doctor quickly.","easy to use, and the doctors really professional. also we can consultation in free mode, we will get 15 minutes to chat with doctor, and it is enough when we want to ask simple thing to doctor quickly.",en,0.7579,0,0.815,0.185,1,"[('easy use doctors', 0.7214), ('consultation free mode', 0.4632), ('15 minutes chat', 0.2492), ('ask', 0.16), ('really', 0.101)]",15 minutes chat,doctor consultation
klikdokter,5,"Easy to use, and the doctors really professional. Also we can consultation in free mode, we'll get 15 minutes to chat with doctor, and it's enough when we want to ask simple thing to doctor quickly.","easy to use, and the doctors really professional. also we can consultation in free mode, we will get 15 minutes to chat with doctor, and it is enough when we want to ask simple thing to doctor quickly.",en,0.7579,0,0.815,0.185,1,"[('easy use doctors', 0.7214), ('consultation free mode', 0.4632), ('15 minutes chat', 0.2492), ('ask', 0.16), ('really', 0.101)]",ask,None
klikdokter,5,"Easy to use, and the doctors really professional. Also we can consultation in free mode, we'll get 15 minutes to chat with doctor, and it's enough when we want to ask simple thing to doctor quickly.","easy to use, and the doctors really professional. also we can consultation in free mode, we will get 15 minutes to chat with doctor, and it is enough when we want to ask simple thing to doctor quickly.",en,0.7579,0,0.815,0.185,1,"[('easy use doctors', 0.7214), ('consultation free mode', 0.4632), ('15 minutes chat', 0.2492), ('ask', 0.16), ('really', 0.101)]",really,None
klikdokter,6,"Very bad, I try to make account and always failed, can't login because about session session and session","very bad, i try to make account and always failed, cannot login because about session session and session",en,-0.796,0.307,0.693,0,-1,"[('failed login session', 0.7217), ('make account failed', 0.5964), ('account', 0.3899), ('try make', 0.2846), ('bad', 0.2215)]",failed login session,login session
klikdokter,6,"Very bad, I try to make account and always failed, can't login because about session session and session","very bad, i try to make account and always failed, cannot login because about session session and session",en,-0.796,0.307,0.693,0,-1,"[('failed login session', 0.7217), ('make account failed', 0.5964), ('account', 0.3899), ('try make', 0.2846), ('bad', 0.2215)]",make account failed,account registration
klikdokter,6,"Very bad, I try to make account and always failed, can't login because about session session and session","very bad, i try to make account and always failed, cannot login because about session session and session",en,-0.796,0.307,0.693,0,-1,"[('failed login session', 0.7217), ('make account failed', 0.5964), ('account', 0.3899), ('try make', 0.2846), ('bad', 0.2215)]",account,None
klikdokter,6,"Very bad, I try to make account and always failed, can't login because about session session and session","very bad, i try to make account and always failed, cannot login because about session session and session",en,-0.796,0.307,0.693,0,-1,"[('failed login session', 0.7217), ('make account failed', 0.5964), ('account', 0.3899), ('try make', 0.2846), ('bad', 0.2215)]",try make,None
klikdokter,6,"Very bad, I try to make account and always failed, can't login because about session session and session","very bad, i try to make account and always failed, cannot login because about session session and session",en,-0.796,0.307,0.693,0,-1,"[('failed login session', 0.7217), ('make account failed', 0.5964), ('account', 0.3899), ('try make', 0.2846), ('bad', 0.2215)]",bad,None
klikdokter,7,Very bad application. Paid twice for video call with the doctor but nothing happen. Then giving me voucher but I still can not reach the doctor. Very disappointed,very bad application. paid twice for video call with the doctor but nothing happen. then giving me voucher but i still can not reach the doctor. very disappointed,en,-0.8642,0.307,0.693,0,-1,"[('bad application paid', 0.6145), ('video doctor', 0.4165), ('bad', 0.2997), ('voucher reach', 0.2922), ('happen giving', 0.1884)]",bad application paid,None
klikdokter,7,Very bad application. Paid twice for video call with the doctor but nothing happen. Then giving me voucher but I still can not reach the doctor. Very disappointed,very bad application. paid twice for video call with the doctor but nothing happen. then giving me voucher but i still can not reach the doctor. very disappointed,en,-0.8642,0.307,0.693,0,-1,"[('bad application paid', 0.6145), ('video doctor', 0.4165), ('bad', 0.2997), ('voucher reach', 0.2922), ('happen giving', 0.1884)]",video doctor,video call
klikdokter,7,Very bad application. Paid twice for video call with the doctor but nothing happen. Then giving me voucher but I still can not reach the doctor. Very disappointed,very bad application. paid twice for video call with the doctor but nothing happen. then giving me voucher but i still can not reach the doctor. very disappointed,en,-0.8642,0.307,0.693,0,-1,"[('bad application paid', 0.6145), ('video doctor', 0.4165), ('bad', 0.2997), ('voucher reach', 0.2922), ('happen giving', 0.1884)]",bad,None
klikdokter,7,Very bad application. Paid twice for video call with the doctor but nothing happen. Then giving me voucher but I still can not reach the doctor. Very disappointed,very bad application. paid twice for video call with the doctor but nothing happen. then giving me voucher but i still can not reach the doctor. very disappointed,en,-0.8642,0.307,0.693,0,-1,"[('bad application paid', 0.6145), ('video doctor', 0.4165), ('bad', 0.2997), ('voucher reach', 0.2922), ('happen giving', 0.1884)]",voucher reach,discount promo voucher
klikdokter,7,Very bad application. Paid twice for video call with the doctor but nothing happen. Then giving me voucher but I still can not reach the doctor. Very disappointed,very bad application. paid twice for video call with the doctor but nothing happen. then giving me voucher but i still can not reach the doctor. very disappointed,en,-0.8642,0.307,0.693,0,-1,"[('bad application paid', 0.6145), ('video doctor', 0.4165), ('bad', 0.2997), ('voucher reach', 0.2922), ('happen giving', 0.1884)]",happen giving,None
klikdokter,8,This app is very helpful,this application is very helpful,en,0.4754,0,0.564,0.436,1,"[('application helpful', 0.6975), ('application', 0.576), ('helpful', 0.4285)]",application helpful,None
klikdokter,8,This app is very helpful,this application is very helpful,en,0.4754,0,0.564,0.436,1,"[('application helpful', 0.6975), ('application', 0.576), ('helpful', 0.4285)]",application,None
klikdokter,8,This app is very helpful,this application is very helpful,en,0.4754,0,0.564,0.436,1,"[('application helpful', 0.6975), ('application', 0.576), ('helpful', 0.4285)]",helpful,None
klikdokter,9,Easy to use,easy to use,en,0.4404,0,0.408,0.592,2,"[('easy use', 0.9507), ('use', 0.6445), ('easy', 0.5904)]",easy use,ease of usage
klikdokter,9,Easy to use,easy to use,en,0.4404,0,0.408,0.592,2,"[('easy use', 0.9507), ('use', 0.6445), ('easy', 0.5904)]",use,None
klikdokter,9,Easy to use,easy to use,en,0.4404,0,0.408,0.592,2,"[('easy use', 0.9507), ('use', 0.6445), ('easy', 0.5904)]",easy,None
klikdokter,10,"After the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""","after the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""",en,0,0,1,0,0,"[('payment nonconsultation mesage', 0.5903), ('consultation', 0.4638), ('pop consultation', 0.436), ('nonconsultation mesage pop', 0.3867), ('mesage', 0.2118)]",payment nonconsultation mesage,payment system
klikdokter,10,"After the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""","after the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""",en,0,0,1,0,0,"[('payment nonconsultation mesage', 0.5903), ('consultation', 0.4638), ('pop consultation', 0.436), ('nonconsultation mesage pop', 0.3867), ('mesage', 0.2118)]",consultation,doctor consultation
klikdokter,10,"After the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""","after the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""",en,0,0,1,0,0,"[('payment nonconsultation mesage', 0.5903), ('consultation', 0.4638), ('pop consultation', 0.436), ('nonconsultation mesage pop', 0.3867), ('mesage', 0.2118)]",pop consultation,None
klikdokter,10,"After the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""","after the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""",en,0,0,1,0,0,"[('payment nonconsultation mesage', 0.5903), ('consultation', 0.4638), ('pop consultation', 0.436), ('nonconsultation mesage pop', 0.3867), ('mesage', 0.2118)]",nonconsultation mesage pop,notification
klikdokter,10,"After the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""","after the payment made there was nonconsultation at all, and then the mesage pop up ""your consultation is over""",en,0,0,1,0,0,"[('payment nonconsultation mesage', 0.5903), ('consultation', 0.4638), ('pop consultation', 0.436), ('nonconsultation mesage pop', 0.3867), ('mesage', 0.2118)]",mesage,None
klikdokter,11,Nice and helpful apps👍,nice and helpful application,en,0.6808,0,0.417,0.583,2,"[('nice helpful application', 0.9375), ('helpful application', 0.91), ('application', 0.6777), ('helpful', 0.4948), ('nice', 0.2435)]",nice helpful application,None
klikdokter,11,Nice and helpful apps👍,nice and helpful application,en,0.6808,0,0.417,0.583,2,"[('nice helpful application', 0.9375), ('helpful application', 0.91), ('application', 0.6777), ('helpful', 0.4948), ('nice', 0.2435)]",helpful application,None
klikdokter,11,Nice and helpful apps👍,nice and helpful application,en,0.6808,0,0.417,0.583,2,"[('nice helpful application', 0.9375), ('helpful application', 0.91), ('application', 0.6777), ('helpful', 0.4948), ('nice', 0.2435)]",application,None
klikdokter,11,Nice and helpful apps👍,nice and helpful application,en,0.6808,0,0.417,0.583,2,"[('nice helpful application', 0.9375), ('helpful application', 0.91), ('application', 0.6777), ('helpful', 0.4948), ('nice', 0.2435)]",helpful,None
klikdokter,11,Nice and helpful apps👍,nice and helpful application,en,0.6808,0,0.417,0.583,2,"[('nice helpful application', 0.9375), ('helpful application', 0.91), ('application', 0.6777), ('helpful', 0.4948), ('nice', 0.2435)]",nice,None
klikdokter,12,Nice and helpful aplications,nice and helpful aplications,en,0.6808,0,0.263,0.737,2,"[('nice helpful aplications', 0.9206), ('helpful aplications', 0.9117), ('aplications', 0.6276), ('helpful', 0.581), ('nice', 0.2112)]",nice helpful aplications,None
klikdokter,12,Nice and helpful aplications,nice and helpful aplications,en,0.6808,0,0.263,0.737,2,"[('nice helpful aplications', 0.9206), ('helpful aplications', 0.9117), ('aplications', 0.6276), ('helpful', 0.581), ('nice', 0.2112)]",helpful aplications,None
klikdokter,12,Nice and helpful aplications,nice and helpful aplications,en,0.6808,0,0.263,0.737,2,"[('nice helpful aplications', 0.9206), ('helpful aplications', 0.9117), ('aplications', 0.6276), ('helpful', 0.581), ('nice', 0.2112)]",aplications,None
klikdokter,12,Nice and helpful aplications,nice and helpful aplications,en,0.6808,0,0.263,0.737,2,"[('nice helpful aplications', 0.9206), ('helpful aplications', 0.9117), ('aplications', 0.6276), ('helpful', 0.581), ('nice', 0.2112)]",helpful,None
klikdokter,12,Nice and helpful aplications,nice and helpful aplications,en,0.6808,0,0.263,0.737,2,"[('nice helpful aplications', 0.9206), ('helpful aplications', 0.9117), ('aplications', 0.6276), ('helpful', 0.581), ('nice', 0.2112)]",nice,None
klikdokter,13,Misleading healthcare facilities and inaccurate doctor availability,misleading healthcare facilities and inaccurate doctor availability,en,-0.4019,0.31,0.69,0,-1,"[('inaccurate doctor availability', 0.8315), ('misleading healthcare facilities', 0.8174), ('inaccurate', 0.3844), ('facilities', 0.2573), ('availability', 0.2408)]",inaccurate doctor availability,doctor availability
klikdokter,13,Misleading healthcare facilities and inaccurate doctor availability,misleading healthcare facilities and inaccurate doctor availability,en,-0.4019,0.31,0.69,0,-1,"[('inaccurate doctor availability', 0.8315), ('misleading healthcare facilities', 0.8174), ('inaccurate', 0.3844), ('facilities', 0.2573), ('availability', 0.2408)]",misleading healthcare facilities,information
klikdokter,13,Misleading healthcare facilities and inaccurate doctor availability,misleading healthcare facilities and inaccurate doctor availability,en,-0.4019,0.31,0.69,0,-1,"[('inaccurate doctor availability', 0.8315), ('misleading healthcare facilities', 0.8174), ('inaccurate', 0.3844), ('facilities', 0.2573), ('availability', 0.2408)]",inaccurate,None
klikdokter,13,Misleading healthcare facilities and inaccurate doctor availability,misleading healthcare facilities and inaccurate doctor availability,en,-0.4019,0.31,0.69,0,-1,"[('inaccurate doctor availability', 0.8315), ('misleading healthcare facilities', 0.8174), ('inaccurate', 0.3844), ('facilities', 0.2573), ('availability', 0.2408)]",facilities,None
klikdokter,13,Misleading healthcare facilities and inaccurate doctor availability,misleading healthcare facilities and inaccurate doctor availability,en,-0.4019,0.31,0.69,0,-1,"[('inaccurate doctor availability', 0.8315), ('misleading healthcare facilities', 0.8174), ('inaccurate', 0.3844), ('facilities', 0.2573), ('availability', 0.2408)]",availability,None
klikdokter,14,"Very help full , fast response","very help full , fast response",en,0.4576,0,0.626,0.374,1,"[('help fast response', 0.7187), ('help fast', 0.5781), ('response', 0.5092), ('help', 0.4729), ('fast', 0.3249)]",help fast response,doctor response
klikdokter,14,"Very help full , fast response","very help full , fast response",en,0.4576,0,0.626,0.374,1,"[('help fast response', 0.7187), ('help fast', 0.5781), ('response', 0.5092), ('help', 0.4729), ('fast', 0.3249)]",help fast,None
klikdokter,14,"Very help full , fast response","very help full , fast response",en,0.4576,0,0.626,0.374,1,"[('help fast response', 0.7187), ('help fast', 0.5781), ('response', 0.5092), ('help', 0.4729), ('fast', 0.3249)]",response,None
klikdokter,14,"Very help full , fast response","very help full , fast response",en,0.4576,0,0.626,0.374,1,"[('help fast response', 0.7187), ('help fast', 0.5781), ('response', 0.5092), ('help', 0.4729), ('fast', 0.3249)]",help,None
klikdokter,14,"Very help full , fast response","very help full , fast response",en,0.4576,0,0.626,0.374,1,"[('help fast response', 0.7187), ('help fast', 0.5781), ('response', 0.5092), ('help', 0.4729), ('fast', 0.3249)]",fast,None
klikdokter,15,This application is very good,this application is very good,en,0.4927,0,0.556,0.444,1,"[('application good', 0.6939), ('application', 0.6311), ('good', 0.162)]",application good,None
klikdokter,15,This application is very good,this application is very good,en,0.4927,0,0.556,0.444,1,"[('application good', 0.6939), ('application', 0.6311), ('good', 0.162)]",application,None
klikdokter,15,This application is very good,this application is very good,en,0.4927,0,0.556,0.444,1,"[('application good', 0.6939), ('application', 0.6311), ('good', 0.162)]",good,None
klikdokter,16,Very good and useful app,very good and useful application,en,0.7474,0,0.321,0.679,2,"[('good useful application', 0.9258), ('useful application', 0.8623), ('application', 0.6208), ('good useful', 0.5733), ('good', 0.1601)]",good useful application,None
klikdokter,16,Very good and useful app,very good and useful application,en,0.7474,0,0.321,0.679,2,"[('good useful application', 0.9258), ('useful application', 0.8623), ('application', 0.6208), ('good useful', 0.5733), ('good', 0.1601)]",useful application,None
klikdokter,16,Very good and useful app,very good and useful application,en,0.7474,0,0.321,0.679,2,"[('good useful application', 0.9258), ('useful application', 0.8623), ('application', 0.6208), ('good useful', 0.5733), ('good', 0.1601)]",application,None
klikdokter,16,Very good and useful app,very good and useful application,en,0.7474,0,0.321,0.679,2,"[('good useful application', 0.9258), ('useful application', 0.8623), ('application', 0.6208), ('good useful', 0.5733), ('good', 0.1601)]",good useful,None
klikdokter,16,Very good and useful app,very good and useful application,en,0.7474,0,0.321,0.679,2,"[('good useful application', 0.9258), ('useful application', 0.8623), ('application', 0.6208), ('good useful', 0.5733), ('good', 0.1601)]",good,None
klikdokter,17,Helping me to be a good time with my family,helping me to be a good time with my family,en,0.6249,0,0.611,0.389,1,"[('helping good time', 0.7688), ('family', 0.5404), ('helping', 0.4585), ('good time', 0.336), ('good', 0.158)]",helping good time,None
klikdokter,17,Helping me to be a good time with my family,helping me to be a good time with my family,en,0.6249,0,0.611,0.389,1,"[('helping good time', 0.7688), ('family', 0.5404), ('helping', 0.4585), ('good time', 0.336), ('good', 0.158)]",family,None
klikdokter,17,Helping me to be a good time with my family,helping me to be a good time with my family,en,0.6249,0,0.611,0.389,1,"[('helping good time', 0.7688), ('family', 0.5404), ('helping', 0.4585), ('good time', 0.336), ('good', 0.158)]",helping,None
klikdokter,17,Helping me to be a good time with my family,helping me to be a good time with my family,en,0.6249,0,0.611,0.389,1,"[('helping good time', 0.7688), ('family', 0.5404), ('helping', 0.4585), ('good time', 0.336), ('good', 0.158)]",good time,None
klikdokter,17,Helping me to be a good time with my family,helping me to be a good time with my family,en,0.6249,0,0.611,0.389,1,"[('helping good time', 0.7688), ('family', 0.5404), ('helping', 0.4585), ('good time', 0.336), ('good', 0.158)]",good,None
klikdokter,18,Good app. Very helpfull,good application. very helpfull,en,0.4404,0,0.508,0.492,1,"[('good application helpfull', 0.896), ('good application', 0.7934), ('application', 0.6074), ('helpfull', 0.5071), ('good', 0.1763)]",good application helpfull,None
klikdokter,18,Good app. Very helpfull,good application. very helpfull,en,0.4404,0,0.508,0.492,1,"[('good application helpfull', 0.896), ('good application', 0.7934), ('application', 0.6074), ('helpfull', 0.5071), ('good', 0.1763)]",good application,None
klikdokter,18,Good app. Very helpfull,good application. very helpfull,en,0.4404,0,0.508,0.492,1,"[('good application helpfull', 0.896), ('good application', 0.7934), ('application', 0.6074), ('helpfull', 0.5071), ('good', 0.1763)]",application,None
klikdokter,18,Good app. Very helpfull,good application. very helpfull,en,0.4404,0,0.508,0.492,1,"[('good application helpfull', 0.896), ('good application', 0.7934), ('application', 0.6074), ('helpfull', 0.5071), ('good', 0.1763)]",helpfull,None
klikdokter,18,Good app. Very helpfull,good application. very helpfull,en,0.4404,0,0.508,0.492,1,"[('good application helpfull', 0.896), ('good application', 0.7934), ('application', 0.6074), ('helpfull', 0.5071), ('good', 0.1763)]",good,None
klikdokter,19,Show me the mevie film,show me the mevie film,en,0,0,1,0,0,"[('mevie film', 0.9066), ('mevie', 0.7682), ('film', 0.571)]",mevie film,None
klikdokter,19,Show me the mevie film,show me the mevie film,en,0,0,1,0,0,"[('mevie film', 0.9066), ('mevie', 0.7682), ('film', 0.571)]",mevie,None
klikdokter,19,Show me the mevie film,show me the mevie film,en,0,0,1,0,0,"[('mevie film', 0.9066), ('mevie', 0.7682), ('film', 0.571)]",film,None
klikdokter,20,Very good Application,very good application,en,0.4927,0,0.385,0.615,2,"[('good application', 0.9049), ('application', 0.6912), ('good', 0.3263)]",good application,None
klikdokter,20,Very good Application,very good application,en,0.4927,0,0.385,0.615,2,"[('good application', 0.9049), ('application', 0.6912), ('good', 0.3263)]",application,None
klikdokter,20,Very good Application,very good application,en,0.4927,0,0.385,0.615,2,"[('good application', 0.9049), ('application', 0.6912), ('good', 0.3263)]",good,None
