app_name,index,content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword,extracted_phrases,grouped_phrases
alodokter,171,"This app is total scam, this autodebt thing is nonsense. my bank account keep getting charge by this app.","this application is total scam, this autodebt thing is nonsense. my bank account keep getting charge by this application.",en,-0.7713,0.282,0.718,0,-1,"[('total scam autodebt', 0.7321), ('bank account', 0.3947), ('charge application', 0.3588), ('nonsense', 0.2096), ('getting', 0.1493)]",bank account,scam
alodokter,177,"nice apps actually, but after 2 days using this applications. I got a lot of numbers that I didn't know who are them. And then, after I check the number at getcontacts that's deception number. so sad","nice application actually, but after 2 days using this applications. i got a lot of numbers that i did not know who are them. and then, after i check the number at getcontacts that is deception number. so sad",en,-0.7677,0.187,0.707,0.106,-1,"[('getcontacts deception number', 0.6922), ('lot numbers', 0.2781), ('using applications', 0.2216), ('did know check', 0.2098), ('sad', 0.0812)]",getcontacts deception number,scam
alodokter,198,"I guess some reviewers are right. One day after registering my name and phone number, some unknown numbers labeled as potential scam or fraud kept calling me. I decided to uninstall this app and block those numbers. I don't experience this with Halodoc. I'll be using Halodoc instead which is better in terms of ease of use, flexibility of setting up multiple locations, payment methods and better availability of hospitals and clinics.","i guess some reviewers are right. one day after registering my name and phone number, some unknown numbers labeled as potential scam or fraud kept calling me. i decided to uninstall this application and block those numbers. i do not experience this with halodoc. i will be using halodoc instead which is better in terms of ease of use, flexibility of setting up multiple locations, payment methods and better availability of hospitals and clinics.",en,-0.1027,0.12,0.741,0.139,-1,"[('numbers experience halodoc', 0.5832), ('registering phone', 0.4226), ('scam fraud kept', 0.3848), ('uninstall application block', 0.1405), ('better availability hospitals', 0.1353)]",scam fraud kept,scam
alodokter,206,"I can't delete permanently my account in Alodokter. I don't feel safe with this apps because someone ever called my phone number many times and she said that she's from Alodokter. She kinda force me to register something I don't want and I feel uncomfortable. Please if you think that your apps is safe, proof us. Even the permanently deleted account is unavailable in here!!","i cannot delete permanently my account in alodokter. i do not feel safe with this application because someone ever called my phone number many times and she said that she is from alodokter. she kind of force me to register something i do not want and i feel uncomfortable. please if you think that your application is safe, proof us. even the permanently deleted account is unavailable in here!!",en,0.2158,0.086,0.816,0.098,1,"[('permanently account alodokter', 0.687), ('feel safe application', 0.3653), ('phone number times', 0.2935), ('delete', 0.2885), ('kind force register', 0.1833)]",phone number times,scam
alodokter,214,I got a call claiming from Alodokter and it seems suspicious trying to offer me insurance,i got a call claiming from alodokter and it seems suspicious trying to offer me insurance,en,-0.3612,0.143,0.857,0,-1,"[('claiming alodokter suspicious', 0.6616), ('insurance', 0.4323), ('got claiming', 0.3466), ('suspicious trying', 0.2935), ('trying offer', 0.1407)]",claiming alodokter suspicious,scam
alodokter,214,I got a call claiming from Alodokter and it seems suspicious trying to offer me insurance,i got a call claiming from alodokter and it seems suspicious trying to offer me insurance,en,-0.3612,0.143,0.857,0,-1,"[('claiming alodokter suspicious', 0.6616), ('insurance', 0.4323), ('got claiming', 0.3466), ('suspicious trying', 0.2935), ('trying offer', 0.1407)]",got claiming,scam
alodokter,214,I got a call claiming from Alodokter and it seems suspicious trying to offer me insurance,i got a call claiming from alodokter and it seems suspicious trying to offer me insurance,en,-0.3612,0.143,0.857,0,-1,"[('claiming alodokter suspicious', 0.6616), ('insurance', 0.4323), ('got claiming', 0.3466), ('suspicious trying', 0.2935), ('trying offer', 0.1407)]",suspicious trying,scam
alodokter,226,"I don't like how the customer service or the marketing who called me right after I finished my psychologist appointment and offer me the benefit card or whatsoever by asking me my bank account number. It sure triggered me again when I already had calmed down after the consultation, because she kept pestering about the card after I rejected the offer and asking me numerous time about why I reject her offer while I already had explained it two times to her. However the psychologist was nice.","i do not like how the customer service or the marketing who called me right after i finished my psychologist appointment and offer me the benefit card or whatsoever by asking me my bank account number. it sure triggered me again when i already had calmed down after the consultation, because she kept pestering about the card after i rejected the offer and asking me numerous time about why i reject her offer while i already had explained it two times to her. however the psychologist was nice.",en,0.4386,0.082,0.797,0.121,1,"[('psychologist appointment offer', 0.5752), ('bank account number', 0.3507), ('kept pestering card', 0.3029), ('service marketing', 0.2828), ('reject', 0.2507)]",bank account number,scam
alodokter,228,"Why do you guys call us for promotion, u can ONLY SEND EMAIL. LITERALLY CALLED BY PHONE NUMBER, LIKE SCAM, gonna uninstall. 👎🏾👎🏾👎🏾","why do you guys call us for promotion, you can only send email. literally called by phone number, like scam, going to uninstall.",en,-0.0431,0.101,0.778,0.121,-1,"[('scam going uninstall', 0.6576), ('guys promotion', 0.3879), ('send email', 0.3692), ('called', 0.1639), ('literally', 0.1608)]",scam going uninstall,scam
alodokter,245,"I never used this app before. I used the other one. A week after I made a transaction, I got a call telling me that Alodokter giving me a free treatment for a year. In the end, the woman on the phone asking confirmation on my bank account. So I assumed that the moment you make a transaction on the account your personal data is handed out somewhere which is very alarming. I logged out and uninstalled immediately after. Never happened with the other app, tho.","i never used this application before. i used the other one. a week after i made a transaction, i got a call telling me that alodokter giving me a free treatment for a year. in the end, the woman on the phone asking confirmation on my bank account. so i assumed that the moment you make a transaction on the account your personal data is handed out somewhere which is very alarming. i logged out and uninstalled immediately after. never happened with the other application, though.",en,0.6003,0.02,0.917,0.063,1,"[('immediately happened application', 0.528), ('account personal data', 0.3811), ('telling alodokter giving', 0.3141), ('week transaction', 0.2783), ('woman phone', 0.1341)]",woman phone,scam
alodokter,308,You really need to fix your privacy security. I got called from unknown number that pretended to be your sales agent. Thank god i realized it was a scam. But now i have trust issues with my data privacy in your apps. Cmon fix it,you really need to fix your privacy security. i got called from unknown number that pretended to be your sales agent. thank god i realized it was a scam. but now i have trust issues with my data privacy in your application. cmon fix it,en,0.7391,0.045,0.751,0.204,1,"[('need fix privacy', 0.4794), ('scam trust issues', 0.4573), ('pretended sales agent', 0.4133), ('got called', 0.248), ('application cmon', 0.1718)]",scam trust issues,scam
alodokter,316,"After use very satisfying this service someone called me after 3 days. They said I was use Alodokter and now I have 2jt award, asking me my bank account number. Is obvious Alodokter share or sale my private information as phone number to someone who wanna cheat me. Very dirty and illegal.","after use very satisfying this service someone called me after 3 days. they said i was use alodokter and now i have 2jt award, asking me my bank account number. is obvious alodokter share or sale my private information as phone number to someone who want to cheat me. very dirty and illegal.",en,-0.1189,0.153,0.67,0.177,-1,"[('private information phone', 0.5381), ('alodokter 2jt award', 0.421), ('illegal', 0.3079), ('share sale', 0.1923), ('called days said', 0.1374)]",alodokter 2jt award,scam
alodokter,330,My number get spam called after I install this app. And try to scam me. Really your privacy about my phone number is sucks,my number get spam called after i install this application. and try to scam me. really your privacy about my phone number is sucks,en,-0.7964,0.287,0.627,0.086,-1,"[('application try scam', 0.5958), ('number spam called', 0.5895), ('privacy phone', 0.4743), ('called install', 0.3225), ('sucks', 0.1703)]",application try scam,scam
alodokter,341,"I'm being scamed by one of marketing called them self alodokter marketing, asking for personal information and even id card. But right after i saw confirmation paper it says i'm giving authority to alodokter to use bank account at their will, i want my account deleted from alodokter but cs always didn't respond.","i am being scamed by one of marketing called them self alodokter marketing, asking for personal information and even id card. but right after i saw confirmation paper it says i am giving authority to alodokter to use bank account at their will, i want my account deleted from alodokter but cs always did not respond.",en,0.6124,0,0.893,0.107,1,"[('account deleted alodokter', 0.6415), ('use bank', 0.3979), ('asking personal information', 0.3337), ('scamed marketing', 0.2669), ('says giving authority', 0.2451)]",scamed marketing,scam
alodokter,345,"So scary, i get a call from unknown number yang ngaku sebagai pihak alodokter, then ask my date birth and my no .rek. so disgusting","so scary, i get a call from unknown number yang ngaku sebagai pihak alodokter, then ask my date birth and my no .rek. so disgusting",en,-0.8437,0.296,0.663,0.041,-1,"[('number yang ngaku', 0.5378), ('rek disgusting', 0.4195), ('alodokter ask date', 0.4046), ('scary unknown', 0.367), ('pihak', 0.1997)]",number yang ngaku,scam
alodokter,345,"So scary, i get a call from unknown number yang ngaku sebagai pihak alodokter, then ask my date birth and my no .rek. so disgusting","so scary, i get a call from unknown number yang ngaku sebagai pihak alodokter, then ask my date birth and my no .rek. so disgusting",en,-0.8437,0.296,0.663,0.041,-1,"[('number yang ngaku', 0.5378), ('rek disgusting', 0.4195), ('alodokter ask date', 0.4046), ('scary unknown', 0.367), ('pihak', 0.1997)]",alodokter ask date,scam
alodokter,349,"This is the worst application, they didn't protect user data, i got called multiple times from unknown number that they claimed from alodokter. Please, protect your user data seriously!","this is the worst application, they did not protect user data, i got called multiple times from unknown number that they claimed from alodokter. please, protect your user data seriously!",en,-0.4724,0.221,0.614,0.165,-1,"[('alodokter protect user', 0.6808), ('worst application', 0.3956), ('data got called', 0.3784), ('claimed', 0.1972), ('times unknown number', 0.117)]",claimed,scam
alodokter,349,"This is the worst application, they didn't protect user data, i got called multiple times from unknown number that they claimed from alodokter. Please, protect your user data seriously!","this is the worst application, they did not protect user data, i got called multiple times from unknown number that they claimed from alodokter. please, protect your user data seriously!",en,-0.4724,0.221,0.614,0.165,-1,"[('alodokter protect user', 0.6808), ('worst application', 0.3956), ('data got called', 0.3784), ('claimed', 0.1972), ('times unknown number', 0.117)]",times unknown number,scam
alodokter,355,"This app is so bad, i order a medicine in shop and it's take too long time for delivery, and after use this app i got called more than 3 times in one day they claim that from Alodok customer service and ask to send the bank account, it's so annoying","this application is so bad, i order a medicine in shop and it is take too long time for delivery, and after use this application i got called more than 3 times in one day they claim that from alodok customer service and ask to send the bank account, it is so annoying",en,-0.8394,0.14,0.86,0,-1,"[('alodok customer service', 0.6349), ('delivery use application', 0.4475), ('bank account annoying', 0.4305), ('application bad order', 0.3715), ('medicine', 0.2386)]",bank account annoying,scam
alodokter,404,Customer service minta no. rek bank itu normal ya?,customer service minta no. rek bank itu normal ya?,en,0,0,1,0,0,"[('minta rek bank', 0.7706), ('bank itu', 0.4663), ('itu normal ya', 0.3784), ('customer', 0.3709), ('ya', 0.162)]",minta rek bank,scam
alodokter,404,Customer service minta no. rek bank itu normal ya?,customer service minta no. rek bank itu normal ya?,en,0,0,1,0,0,"[('minta rek bank', 0.7706), ('bank itu', 0.4663), ('itu normal ya', 0.3784), ('customer', 0.3709), ('ya', 0.162)]",bank itu,scam
alodokter,409,"It's so annoying, after I use this app. I get call 3 or 4 times in a day!! And said they from alodokter, and different number, so bad","it is so annoying, after i use this application. i get call 3 or 4 times in a day!! and said they from alodokter, and different number, so bad",en,-0.8302,0.235,0.727,0.038,-1,"[('annoying use application', 0.4848), ('alodokter different number', 0.4179), ('times', 0.1124), ('bad', 0.0906), ('day said', 0.0175)]",alodokter different number,scam
alodokter,419,"great application. but I felt uncomfortable on the phone many times (offering to use all doctors or whatever) asking for my bank account number for automatic debit every month, insisting even though I had refused, the tone went up, even though I was in a sick condition. I un-install this application! then still call with different numbers 3-4 times. you offer not from financial collectors","great application. but i felt uncomfortable on the phone many times (offering to use all doctors or whatever) asking for my bank account number for automatic debit every month, insisting even though i had refused, the tone went up, even though i was in a sick condition. i un-install this application! then still call with different numbers 3-4 times. you offer not from financial collectors",en,-0.8378,0.146,0.801,0.053,-1,"[('number automatic debit', 0.6112), ('doctors asking bank', 0.4856), ('application felt uncomfortable', 0.3642), ('phone times', 0.2675), ('month insisting refused', 0.1714)]",number automatic debit,scam
alodokter,423,"I downloaded the app and a few days after I got a call that I got free dengue fever service cover for the next year and they are asking my bank account detail. Sounds so suspicious, how can you share our details to third party? Please be careful everyone, scam is everywhere","i downloaded the application and a few days after i got a call that i got free dengue fever service cover for the next year and they are asking my bank account detail. sounds so suspicious, how can you share our details to third party? please be careful everyone, scam is everywhere",en,0.4869,0.108,0.703,0.189,1,"[('dengue fever service', 0.5636), ('suspicious share details', 0.4692), ('year asking bank', 0.261), ('downloaded application', 0.2575), ('got got', 0.1065)]",suspicious share details,scam
alodokter,497,"This app is helpful, but i hope Alodokter can fix data protection problem. I got a call from a woman who said she is from Alodokter, and when i checked the number in an app, that number saved by others as scam.","this application is helpful, but i hope alodokter can fix data protection problem. i got a call from a woman who said she is from alodokter, and when i checked the number in an application, that number saved by others as scam.",en,0.1901,0.154,0.626,0.221,1,"[('alodokter checked number', 0.5933), ('data protection', 0.5278), ('application number saved', 0.4042), ('scam', 0.3054), ('application helpful hope', 0.2778)]",alodokter checked number,scam
alodokter,497,"This app is helpful, but i hope Alodokter can fix data protection problem. I got a call from a woman who said she is from Alodokter, and when i checked the number in an app, that number saved by others as scam.","this application is helpful, but i hope alodokter can fix data protection problem. i got a call from a woman who said she is from alodokter, and when i checked the number in an application, that number saved by others as scam.",en,0.1901,0.154,0.626,0.221,1,"[('alodokter checked number', 0.5933), ('data protection', 0.5278), ('application number saved', 0.4042), ('scam', 0.3054), ('application helpful hope', 0.2778)]",scam,scam
alodokter,512,"I just called by someone whose from alodokter and offer me free dbd Insurance for 1 year. She got my data including full name, email address, phone number. And she was asking my bank. I refused to give her any personal information and politely declined her offer. I'm suprise that my data registration in Alodokter was used by their telemarketing to offer insurance and afraid they would share my personal information freely to others. No personal information protection, please avoid using this app.","i just called by someone whose from alodokter and offer me free dbd insurance for 1 year. she got my data including full name, email address, phone number. and she was asking my bank. i refused to give her any personal information and politely declined her offer. i am suprise that my data registration in alodokter was used by their telemarketing to offer insurance and afraid they would share my personal information freely to others. no personal information protection, please avoid using this application.",en,0.6597,0.071,0.801,0.128,1,"[('data registration alodokter', 0.5886), ('used telemarketing', 0.4115), ('offer insurance afraid', 0.4044), ('free dbd', 0.4033), ('bank refused personal', 0.3839)]",bank refused personal,scam
alodokter,513,"just installed this app a couple week ago, then i got called from someone trying to scam me and got the information from alodokter. this app sell my personal information! i'll never used this apps again","just installed this application a couple week ago, then i got called from someone trying to scam me and got the information from alodokter. this application sell my personal information! i will never used this application again",en,-0.6114,0.102,0.898,0,-1,"[('alodokter application sell', 0.6679), ('called trying scam', 0.4804), ('personal information used', 0.3412), ('installed', 0.2701), ('couple week ago', 0.1501)]",called trying scam,scam
alodokter,570,"Is it true that alodokter have an offline marketing team thats walks around and offers to download this app and get unlimited chat for just only 29k? Yesterday a woman offers me to download this app in my phone, fill some application letter, and ask me to sign it over a stamp. I downloaded alodokter and fill the letter application, but now i'm not certain. I'm afraid if it's just another fraud. And i stupidly give my bank account number also.","is it true that alodokter have an offline marketing team that is walks around and offers to download this application and get unlimited chat for just only 29k? yesterday a woman offers me to download this application in my phone, fill some application letter, and ask me to sign it over a stamp. i downloaded alodokter and fill the letter application, but now i am not certain. i am afraid if it is just another fraud. and i stupidly give my bank account number also.",en,-0.8839,0.139,0.824,0.037,-1,"[('alodokter offline marketing', 0.6563), ('sign stamp downloaded', 0.3814), ('bank account number', 0.2668), ('application certain afraid', 0.25), ('just 29k yesterday', 0.2355)]",bank account number,scam
alodokter,581,"Very difficult to claim, already 2 months but no responses","very difficult to claim, already 2 months but no responses",en,-0.5714,0.37,0.63,0,-1,"[('difficult claim months', 0.7231), ('claim', 0.5184), ('months', 0.3763), ('difficult', 0.2684), ('responses', 0.2206)]",claim,scam
alodokter,611,"Dont download this app, your data may not secure. I got spam call from assurance and ask me to give him my number bank account.","do not download this application, your data may not secure. i got spam call from assurance and ask me to give him my number bank account.",en,-0.211,0.155,0.718,0.127,-1,"[('assurance ask number', 0.5812), ('download application data', 0.4488), ('data secure', 0.3572), ('spam', 0.2915), ('bank', 0.2911)]",bank,scam
alodokter,624,"Good app actually but i've got a call from the number that I confirmed via email, which is the number belonging to alodokter, offers 'alodokter protection' services but does not convey the information as clearly as possible to the customer. Very annoying and disappointing.","good application actually but i have got a call from the number that i confirmed via email, which is the number belonging to alodokter, offers 'alodokter protection' services but does not convey the information as clearly as possible to the customer. very annoying and disappointing.",en,-0.5081,0.158,0.69,0.152,-1,"[('alodokter protection services', 0.7946), ('application actually got', 0.4042), ('possible customer annoying', 0.3027), ('number confirmed email', 0.2548), ('does', 0.1364)]",number confirmed email,scam
alodokter,660,"Got a call after downloading this app claiming to be from Alodokter, asking for my bank account number. The app itself is nice but after that phone call I just don't trust Alodokter anymore... My Response to the Developers: Upgraded to 3 stars. Maybe it's better and safer to inform any new programs through the app itself, and not through unknown phone numbers. It's a good app though, would have given it 5 stars :)","got a call after downloading this application claiming to be from alodokter, asking for my bank account number. the application itself is nice but after that phone call i just do not trust alodokter anymore... my response to the developers: upgraded to 3 stars. maybe it is better and safer to inform any new programs through the application itself, and not through unknown phone numbers. it is a good application though, would have given it 5 stars :)",en,0.9312,0.039,0.756,0.205,1,"[('alodokter asking bank', 0.6116), ('downloading application claiming', 0.4373), ('inform new programs', 0.3395), ('application given stars', 0.2648), ('nice phone just', 0.2503)]",alodokter asking bank,scam
alodokter,663,"Very convenient and affordable. However, 3 days later I got a call from unknown number claiming that they are from Alodokter and they mentioned my name & email that I used for Alodokter correctly. They are SCAMMERS, and they offered a suspicious program and asked for my bank account. I'm pretty disappointed to know that my personal information is spread after using this app. Alodokter please take care of this issue.","very convenient and affordable. however, 3 days later i got a call from unknown number claiming that they are from alodokter and they mentioned my name & email that i used for alodokter correctly. they are scammers, and they offered a suspicious program and asked for my bank account. i am pretty disappointed to know that my personal information is spread after using this application. alodokter please take care of this issue.",en,0.5267,0.069,0.806,0.124,1,"[('alodokter correctly scammers', 0.7115), ('know personal information', 0.352), ('using application', 0.3004), ('convenient affordable days', 0.1577), ('pretty disappointed', 0.0232)]",alodokter correctly scammers,scam
alodokter,733,"this application is not recommended at all, how can our data be spread only after visiting the website on Google and then terrorized with an unclear telephone, the fraudster said from Alodokter, data security is very strict, and many people who after downloading this application the data is also spread, why from the alodokter said nothing?","this application is not recommended at all, how can our data be spread only after visiting the website on google and then terrorized with an unclear telephone, the fraudster said from alodokter, data security is very strict, and many people who after downloading this application the data is also spread, why from the alodokter said nothing?",en,-0.8313,0.173,0.79,0.037,-1,"[('data spread alodokter', 0.6338), ('google terrorized unclear', 0.5195), ('downloading application', 0.3567), ('telephone fraudster', 0.3001), ('recommended', 0.0875)]",telephone fraudster,scam
alodokter,771,Customer's data is not secure. I got scam call twice a day.,customer's data is not secure. i got scam call twice a day.,en,-0.6943,0.365,0.635,0,-1,"[('customer data secure', 0.7094), ('got scam', 0.4866), ('secure got', 0.4539), ('data', 0.2882), ('twice day', 0.2279)]",got scam,scam
alodokter,835,"Called by Alodokter, she said I got health insurance with a nominal value of 2 million rupiah. Then she asked about active savings being used. blah blah blah. It doesn't make sense that the Alodokter App gives insurance to the users of this application. And very disrespectful customer service Alodokter phone and ask what kind of savings are actively used.","called by alodokter, she said i got health insurance with a nominal value of 2 million rupiah. then she asked about active savings being used. blah blah blah. it does not make sense that the alodokter application gives insurance to the users of this application. and very disrespectful customer service alodokter phone and ask what kind of savings are actively used.",en,0.6369,0.064,0.823,0.113,1,"[('active savings used', 0.5647), ('alodokter application gives', 0.5379), ('insurance nominal value', 0.4286), ('million rupiah asked', 0.2037), ('blah blah does', 0.1142)]",active savings used,scam
alodokter,835,"Called by Alodokter, she said I got health insurance with a nominal value of 2 million rupiah. Then she asked about active savings being used. blah blah blah. It doesn't make sense that the Alodokter App gives insurance to the users of this application. And very disrespectful customer service Alodokter phone and ask what kind of savings are actively used.","called by alodokter, she said i got health insurance with a nominal value of 2 million rupiah. then she asked about active savings being used. blah blah blah. it does not make sense that the alodokter application gives insurance to the users of this application. and very disrespectful customer service alodokter phone and ask what kind of savings are actively used.",en,0.6369,0.064,0.823,0.113,1,"[('active savings used', 0.5647), ('alodokter application gives', 0.5379), ('insurance nominal value', 0.4286), ('million rupiah asked', 0.2037), ('blah blah does', 0.1142)]",million rupiah asked,scam
alodokter,3,"Fast, reliable, cheap. Thank you.","fast, reliable, cheap. thank you.",en,0.3612,0,0.615,0.385,1,"[('fast reliable cheap', 0.7759), ('reliable', 0.4968), ('cheap thank', 0.4805), ('fast', 0.3924), ('thank', 0.1354)]",fast reliable cheap,service price
alodokter,9,"rich dick, oh I'm so poor that I don't know if it pays no!!! I'm poor means yes right","rich dick, oh i am so poor that i do not know if it pays no!!! i am poor means yes right",en,-0.7156,0.357,0.443,0.2,-1,"[('know pays poor', 0.7042), ('rich', 0.5457), ('dick', 0.3442), ('means yes right', 0.2144), ('oh', 0.1809)]",know pays poor,service price
alodokter,44,Easier and cheaper but useful..,easier and cheaper but useful..,en,0.6956,0,0.343,0.657,2,"[('easier cheaper useful', 0.8754), ('cheaper useful', 0.8017), ('cheaper', 0.5195), ('useful', 0.4997), ('easier', 0.4931)]",cheaper useful,service price
alodokter,50,"Because of there is no payment system from the application itself, the price of the doctors can actually be more expensive than what Alodokter has inform, just like my experience where Alodokter told to pay only 75k, but when i actually want to pay after the consult, it rise up to 110k (100k/consult+10k admin fee). This is so embarrassing where at that time i only bring 100k and didnt have more exchange, i hope this can be reviewed and changed in the future.","because of there is no payment system from the application itself, the price of the doctors can actually be more expensive than what alodokter has inform, just like my experience where alodokter told to pay only 75k, but when i actually want to pay after the consult, it rise up to 110k (100k/consult+10k admin fee). this is so embarrassing where at that time i only bring 100k and did not have more exchange, i hope this can be reviewed and changed in the future.",en,-0.129,0.097,0.823,0.081,-1,"[('application price doctors', 0.6764), ('pay consult rise', 0.4926), ('admin fee embarrassing', 0.3978), ('alodokter told', 0.2564), ('exchange hope reviewed', 0.1179)]",application price doctors,service price
alodokter,68,I use this application with payment 39.000 every month. This offers good service with good doctor. 39.000 rupiah can be used for many account. The good thing is there is physcholog as well. This help me and my family,i use this application with payment 39.000 every month. this offers good service with good doctor. 39.000 rupiah can be used for many account. the good thing is there is physcholog as well. this help me and my family,en,0.9173,0,0.709,0.291,1,"[('use application payment', 0.5438), ('39 000 rupiah', 0.3681), ('physcholog help family', 0.3248), ('good service good', 0.2742), ('month offers', 0.2506)]",39 000 rupiah,service price
alodokter,111,Helpful with fair price,helpful with fair price,en,0.6249,0,0.282,0.718,2,"[('helpful fair price', 0.9403), ('helpful fair', 0.647), ('price', 0.478), ('helpful', 0.3872), ('fair', 0.3247)]",helpful fair price,service price
