reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
5bc41843-3ee8-4574-afc5-e09b6e7d3b55,Pingky Licca,https://play-lh.googleusercontent.com/a/AAcHTtdjn2gnzKxl5mLuItnSMQSxDwVowI-FY5hOr-W8pE1i=mo,keramahan dokter nya yang perlu dipertanyakan lagi jadi makin betah pakenya,5,0,2.0.38,2022-12-31 13:23:10,"Dear Pingky Licca, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-31 13:26:48
4ecbbf59-c6a9-4cb3-813b-762fd3413922,Ela,https://play-lh.googleusercontent.com/a-/AD_cMMQhPXSCswdStdSf6MLk5yQycHtVtnvcF8cucEgssj7p7Is,banyaaaak banget dokter spesialis yang bakal ngebantu kita selama konsul,5,0,,2022-12-31 13:17:46,"Dear Ela, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-31 13:26:42
af4f8880-1074-4487-9c9e-43c2019efecd,Yonathan,https://play-lh.googleusercontent.com/a-/AD_cMMSGtE-VecdaSthjszhkYGWWxdPvNU0AeRyqVH1aL1P6hLE,ga pernah nyesel udah install klikdokter yang ngebantu akuuu banget buat konsultasi sama dokter,5,0,2.0.38,2022-12-30 18:44:16,"Dear Yonathan, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-29 18:24:39
11d3a5ad-57d6-4551-9582-41d97bf75990,Cicilia Claudette,https://play-lh.googleusercontent.com/a-/AD_cMMR-PLEDRjjCKHyR0SmnGzsiHEE8jIQA_3QuwiLowaccpxo,apapun penyakit yang lagi aku rasain saat itu langsung aku konsultasiin ke dokter di klikdokter,5,0,2.0.38,2022-12-30 18:34:15,"Dear Cicilia Claudette, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-29 18:25:06
de630844-85ae-435e-9e34-069c50b85c6e,Gretaa Dwi,https://play-lh.googleusercontent.com/a-/AD_cMMQZ_ln1xEx_xz6NQRfFdWi32MnjijD5tU0ePOcxqm11nKM,aplikasi yang TOP MARKOTOP karena punya fitur yang lengkap dan sangat membantu,5,0,2.0.38,2022-12-28 18:36:45,"Dear Gretaa Dwi, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-28 18:39:41
0bc91e02-48d7-4a30-a83d-a804495e6056,Lala Ku245,https://play-lh.googleusercontent.com/a/AAcHTtcQjVU1-oaEPlVbiJ1teYyjn8tYekUfwemniJtldsDP=mo,"aplikasi nya harus bgt dipake sama anak rantau sih, karena kalo sakit gabisa ke klinik sendirian bisa berobat lewat online aja",5,0,2.0.38,2022-12-26 18:17:22,"Dear Lala Ku245, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-26 18:29:22
4cec5b13-ea1b-4085-8acb-3ffe78e71685,Aresha,https://play-lh.googleusercontent.com/a-/AD_cMMSurDNRfXdr6r_qFmJLt8MKVQyO4WHDArK02_JlAaPSHg,"first time nyobain apk klikdokter, ternyata ngebantu bgtt fiturnya",5,0,,2022-12-26 16:00:41,"Dear Aresha, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-26 17:16:19
2ddec8de-418b-4245-b073-ce429a568b6c,dela risma,https://play-lh.googleusercontent.com/a-/AD_cMMRdDZab9EPdBVb1GoMGrCQCfUSKLLWorXuX36AEblHeKA,"di rumah sendirian pas lagi sakit, lemes bangett mau berobat ke klinik. untungnya ada klikdokter yang bisa berobat lewat online huhuuu",5,0,,2022-12-26 15:43:49,"Dear dela risma, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-26 17:14:34
d4a25637-8d47-4566-902a-f706777820ff,Elzara Maharani,https://play-lh.googleusercontent.com/a-/AD_cMMTPPIpe0u9ugFx7Q4WHLLjZytpe3UGBLMXk36stZ1sbxtc,"biasanya kalo konsul banyak nanya ke dokter jadi dijutekin, tapi kalo di klikdokter tuh dokternya sabar sabar bangett dan super ramah",5,0,2.0.38,2022-12-26 15:41:11,"Dear Elzara Maharani, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-26 17:13:24
14ef717c-87e5-49da-9bd5-f1d0b52937b6,Arfan Mujahid Lubis,https://play-lh.googleusercontent.com/a-/AD_cMMTWDptLr26QYPeCt9XoFAA638_GwH8HzwcnsPAOm3qU5Q,"suka kesel kalo berobat tapi dokternya jutekk, untungnya dokter disini ramah ramah bangett",5,0,,2022-12-26 15:39:12,"Dear Arfan Mujahid Lubis, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-26 17:12:59
5ef19c5b-f018-4494-8b7a-f569a56bd0e0,arga ilyasa,https://play-lh.googleusercontent.com/a-/AD_cMMQsquTJ7DZkjj_m06LKbAUkgCgmopmLjPzFtBOSgt3aJBA,Please fix your maps especially for list of pharmacy,1,0,2.0.33,2022-12-25 08:52:03,"Dear Arga ilyasa, terima kasih telah meluangkan waktu untuk memperhatikan hal ini, kami sangat menyesal jika ada hal yang kurang menyenangkan. Jika berkenan silakan hubungi layanan Customer Care melalui 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu.",2022-12-25 09:18:57
febe28ef-23d5-43bb-a0bf-130e0444bbbb,fall wicter,https://play-lh.googleusercontent.com/a-/AD_cMMTVyd1dtgsEIYfz4O9Nqz3SBSAc-Ovmi718MFU-GL34nA,"Selain konsul, di aplikasi ini bisa tebus resep jugaa. Terus pelayanannya gak pernah gagal, selalu good bangett",5,0,2.0.33,2022-12-18 11:43:22,"Dear fall wicter, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-18 11:44:33
39cb82f8-4bd3-49f7-b7c0-eaf5b0665556,elysa afrilliani,https://play-lh.googleusercontent.com/a-/AD_cMMQ5qvcRUzJm3R4C2Pj4o8p56Up8a9HR2i2y8mkCqs8fppc,Anakku penyakitnya kambuh lagi trus nyoba ngehubungin dokter disini. Bener bener fast respon dan solutif dikeadaan penting begini,5,0,,2022-12-17 16:11:13,"Dear Elysa Afrilliani, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-17 16:32:28
0df56903-caee-4d2f-8e47-100736b9dc4d,rahmatuz zahro,https://play-lh.googleusercontent.com/a/AAcHTtd45ej0mZAHcfja7KI2xXZl2TytnMDX7qiV7F9fJqSv=mo,Emang bener saran kakak aku buat pake aplikasi ini. Helpful parah dan responnya juga cepett,5,0,2.0.33,2022-12-16 14:09:33,"Dear Rahmatuz Zahro, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-16 14:37:46
fd525b94-96af-4947-b31f-a497a9668ab2,Renanita Apriliya,https://play-lh.googleusercontent.com/a/AAcHTtfBxGVIEBRo-bBx2yGmxU1-KPkoACQMVBgoGtvhGgE7Ow=mo,benar-benar app ini membantu banget buat orang mager jalan. Konsul sama dokter terus dikasih resep obat terus mintol adek buat beliin obatnya helpful bgt dahh,5,0,2.0.33,2022-12-15 17:38:12,"Dear Renanita Apriliya, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-15 20:31:12
a9adf012-30b6-40dc-bfaf-f9e4588d91ff,Jeihan Dinalya,https://play-lh.googleusercontent.com/a-/AD_cMMQpFGu90cwTKdT6fYtbG8Zr311HFz_BUoJfPHsa0Sec3yA,"kalo temen nanya app yg bagus buat konsul sama dokter secara online, bakal gua rekomendasiin klikdokter. sumpah bagus bgtttt",5,0,2.0.33,2022-12-15 17:35:17,"Dear Jeihan Dinalya, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-15 20:30:43
98c8a9e4-3666-4737-bce6-7d2ffa4f3ce1,nandaa aprianur,https://play-lh.googleusercontent.com/a-/AD_cMMRWU9YkR979fGm_3esm9ZY-8JSs39qdEmDVGQKfaqSYlEo,voucher buat Konsul sama dokter banyak banget jadi enak nih wkwkk buat Konsul sama dokter spesialis juga bisaa.,5,0,2.0.33,2022-12-15 17:10:04,"Dear nandaa aprianur, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-15 20:26:31
8f54ce6f-89f3-44ed-9be1-ee7c0269c612,Telly Sofia,https://play-lh.googleusercontent.com/a-/AD_cMMSYN0EQcnigldSNkmFocXA5C06oJeX6VIM2LeSHFRzqjDHX,"Bamyak error, dojter tidak respon sudah dibayar, voucher hilang, riwayat hilang, pokonya ga usah deh app ini",1,0,2.0.26,2022-12-12 09:02:08,"Dear Telly Sofia, terima kasih atas ulasannya, kami sangat menyesal jika ada hal yang kurang menyenangkan. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu.",2022-12-12 09:15:20
40929b80-23f0-4b60-bbf1-5ad180ccb52d,Louis Steven,https://play-lh.googleusercontent.com/a-/AD_cMMSSEYEjE6PTOFEB0z20x1u1BhnsK64_u503uKuy69RmNA,"kalean harus cobain juga gaes, konsul di klikdokter rekomended bgt harganya terjangkau semua",5,0,,2022-12-07 19:09:00,"Dear Louis Steven, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-07 19:49:27
79b5746d-731d-47a6-986b-558456757576,Bea,https://play-lh.googleusercontent.com/a-/AD_cMMRZaWVofzYjM7GH6CAr65zGnjzjDAPgs_usZ9ecV_9BYQ,Sangat berguna buat aku yg gampang drop tp susah ada waktu buat berobat,5,0,,2022-12-05 12:07:12,"Dear Bea, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-05 12:10:20
d176825d-d726-4b6c-9d74-93871f6c51b9,Carat StayL,https://play-lh.googleusercontent.com/a-/AD_cMMTzks4_PqDO7tZ93mWBpJWug55PGFvxNqyER8zSjuecRQ,kereeen org2 dibalik klikdokter bisa ciptain aplikasi se-useful ini!,5,0,,2022-12-05 11:58:09,"Dear Carat StayL, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-12-05 12:06:06
030305be-da47-4df7-9019-b4d175443cb1,Gerry Bisma M.D,https://play-lh.googleusercontent.com/a-/AD_cMMQ_dyj2HSQdh_GqY9UTsm20vBoIVUlx2M_vn8ZpTylndg,Nice app,5,0,2.0.29,2022-11-30 16:51:26,"Dear Gerry Bisma M.D, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-30 18:28:06
5c0135ab-c526-4a81-9301-03882df7ef32,Kim Se Ra,https://play-lh.googleusercontent.com/a/AAcHTtdPmePwyjKdgcaakN36qvq1DZVJTW-zrM3m73CRQZk0=mo,"Makin seneng sama aplikasi ini, tambahan fiturnya luar biasa lengkap banget ditambah pelayanan dokternya responsif abis",5,0,,2022-11-29 14:21:40,"Dear Kim Se Ra, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-29 15:05:21
79501c0f-4f2d-4d12-abb9-4f6a241bad29,Bella Tris,https://play-lh.googleusercontent.com/a-/AD_cMMQGBQKIxzuve3GFTvYBVhZI7Zq6tNE5kYgbjxsPrKEoTQ,"aplikasinya bagus,, fiturnya lengkap banget,, dokternya juga selalu online.. mantep",5,0,,2022-11-29 14:11:27,"Dear Bella Tris, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-29 15:05:11
aba41bb5-c9cc-4ebf-a71f-2e15b58bbe79,Farika R,https://play-lh.googleusercontent.com/a-/AD_cMMQ4pr1ahnARxjg3AzhHtwQNSWIMynxu5rPi-cBSM01Uag,pernah ada kendala pas pembayaran untuk konsul tapi alhamdulillah CSnya juga responsif ngebantu bgt. jadi tetep nyaman pake aplikasi ini,5,0,,2022-11-29 14:02:55,"Dear Yoga Bagus Satria, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-29 14:11:17
e56938e2-c15a-4447-813a-f91e07cc9b0f,Hasilia Prima,https://play-lh.googleusercontent.com/a-/AD_cMMRnQyU9MONrgKrNEWyTyLpgn8Mz1D7arFpkceD4Ua_gZyQ,"Awal-awal sih takut ya buat konsul online gini, pas dicobain ke klikdokter eh malah ngerubah perspektif aku soal dokter online yang asal diagnosa. Bener-bener teliti sih kalau di klikdokter dan juga balesnya cepet",5,0,2.0.29,2022-11-28 13:51:39,"Dear Hasilia Prima, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-28 14:14:59
0adf255f-649f-4eb8-9610-546d0ee66e96,Siska Mayasari,https://play-lh.googleusercontent.com/a-/AD_cMMQXt-j0I8EXpGlS8O33DIYtL01ZhFoH4z-ZzTd_9gPTTNI,"Emang luar biasa bangetsi jujur, aplikasi ini semakin mudah digunakan dengan fitur yang lengkap",5,0,2.0.29,2022-11-26 20:41:06,"Dear Siska Mayasari, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-26 21:01:48
3b66a96d-4aaa-4fa8-8679-db47d4c715f0,Icha _,https://play-lh.googleusercontent.com/a-/AD_cMMQ7Ws-FtVC2kFBXCRyRkjf86YLnBDlFA0Qu_kl43Kajow,"Dokternya professional banget, sabar banget ngadepin gue yang super duper banyak tanya ini, yang patut diacungi jempolnya tu kecepatan dalam membalas pesannya",5,0,,2022-11-26 20:16:11,"Dear Icha, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-26 21:01:15
fc96f143-1841-4c64-9362-bf6b36cf5c65,Risya,https://play-lh.googleusercontent.com/a/AAcHTtd2fgRgeFw3Ea9hj8OPVfTpjDUNWt1bvTJNd0ayjXd9KA=mo,"favorite aku sih dokter spesialis disini terlengkapp banget, udah gitu aplikasinya selalu lancar dipake dan ga ada ngelag.",5,0,2.0.29,2022-11-26 12:34:25,"Dear Risya, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-26 12:58:15
2e02de7d-ef6e-404c-b26e-a4f7152d31db,far far,https://play-lh.googleusercontent.com/a-/AD_cMMS5B9Siqb6-syVMTLiCRedXMgcZIlrZGPWDt404ZQH3aHZa,"Kata papa gue ini mudah banget digunain, sampe nenek gue juga kalau sakit suka minta di konsulin di dokter app ini. Katanya ramah dan cepet balesnya",5,0,2.0.29,2022-11-26 12:15:03,"Dear far, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-26 12:56:49
7851ad77-8653-484b-9c30-3e96274554dd,Lia Aprilia,https://play-lh.googleusercontent.com/a-/AD_cMMQ9UrwF7QRmDr28cRVBbQimr1L3DOuTU71O6_GN4kLaUg,"mau mengapresiasi kefastrepan seluruh dokternya dan juga pelayanannya yang top markotop,,",5,0,2.0.29,2022-11-25 21:56:35,"Dear Lia Aprilia, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-25 22:43:23
2b0a84e4-a046-4082-bd44-abd4a0476fec,Valleta Amanda,https://play-lh.googleusercontent.com/a-/AD_cMMTCMY7_HZmasl6-EhF9fYyLSYtAJgL7EuH0UYcgYwTDpA,semoga dokternya pada banyak pahalanya soalnya jawab chatnya cepet cepet teruus,5,0,2.0.29,2022-11-25 21:41:37,"Dear Valleta Amanda, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-25 22:42:16
4a0a1276-7482-494d-a9ac-8effc0b720ea,Batmanlussy Family,https://play-lh.googleusercontent.com/a-/AD_cMMRB0osTxIGyAu3gy0OLfVuxtkGjU1HDff2TQclh43DMcw,"iseng menyarankan ini ke papaku karena liat postingan promo di instagram, eh malah sekeluarga ketagihan akrena membantu bgt dengan fitur dan dokter spesialisnya yg lengkap",5,0,2.0.29,2022-11-25 20:48:02,"Dear Batmanlussy Family, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-25 22:39:55
bf9794ed-756d-4dd9-97c0-13ba7cf143e3,AwRel,https://play-lh.googleusercontent.com/a-/AD_cMMRRj6-A-OUbhNf_Ov1-Ov5k0m5EUy1yjYqNcunnl5sJzQ,"Alhamdulillah skrg mau berobat dan konsul dokter pun dipermudah teknologi. aplikasinya bagus dengan segala fitur yang ada, top",5,0,2.0.29,2022-11-25 20:46:01,"Dear Awrel, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-25 22:39:40
823c43c3-e3b4-4634-a1e1-bf493a65eb2e,Devi Natalia,https://play-lh.googleusercontent.com/a/AAcHTtfk5CIooa8Pxb3TtQc8no_MkpXr0z1w7znAKRIrGvPs=mo,"dokter spesialisnya lengkap sampai dokter gizi juga ada, udah langganan untuk naikin berat badanku. sejauh ini selalu fastrep dan ramah, smeoga aku berhasil jg dietnya :D",5,0,2.0.29,2022-11-25 20:18:01,"Dear Devi Natalia, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan Anda. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam.",2022-11-25 22:38:55
